source,target,rank,score
UBERON_0000101,M0012740,1,0.7643942847061768
UBERON_0000101,M0002960,2,0.7457595509952241
UBERON_0000101,M0018121,3,0.729268773579629
UBERON_0000114,M0017040,1,0.7077893822360697
UBERON_0000114,M0529227,2,0.7133881499691206
UBERON_0000114,M0024242,3,0.7385893904604945
UBERON_0000115,M0328056,1,0.8314241871667197
UBERON_0000115,M0529227,2,0.8250538731043972
UBERON_0000115,M0018121,3,0.7976869132123887
UBERON_0000117,M0002960,1,0.8016204733351766
UBERON_0000117,M0021743,2,0.8252479642640916
UBERON_0000117,M0002961,3,0.7761076454612821
UBERON_0000119,M0029063,1,0.658748787793704
UBERON_0000119,M0007554,2,0.644561691050966
UBERON_0000119,M0011572,3,0.6138079162594362
UBERON_0000122,M0029079,1,0.6968061951583103
UBERON_0000122,M0002052,2,0.6858694722405952
UBERON_0000122,M0014647,3,0.703930502865091
UBERON_0000125,M0014681,1,0.6949187903872622
UBERON_0000125,M0029077,2,0.702819407225532
UBERON_0000125,M0029079,3,0.7031131082089043
UBERON_0000126,M0591246,1,0.764826047451989
UBERON_0000126,M0021967,2,0.8134903768820362
UBERON_0000126,M0005281,3,0.8369755756134933
UBERON_0000144,M0007155,1,0.8164947492639408
UBERON_0000144,M0010654,2,0.8295382925948035
UBERON_0000144,M0542307,3,0.7784087377532813
UBERON_0000153,M0002865,1,0.6322480788076708
UBERON_0000153,M0593298,2,0.6793233211541826
UBERON_0000153,M0328545,3,0.5919130197450999
UBERON_0000154,M0004681,1,0.6680131712209065
UBERON_0000154,M0592790,2,0.6771449434479401
UBERON_0000154,M0592817,3,0.6568907726911107
UBERON_0000155,M0021274,1,0.8909148912227083
UBERON_0000155,M0009571,2,0.7747536528368948
UBERON_0000155,M0009617,3,0.7608883923571457
UBERON_0000156,M0021274,1,0.7308844072075767
UBERON_0000156,M0009571,2,0.705732455600949
UBERON_0000156,M0000455,3,0.6983218543901434
UBERON_0000157,M0021274,1,0.8676641635325013
UBERON_0000157,M0009617,2,0.7773456930163716
UBERON_0000157,M0012762,3,0.7478555543477864
UBERON_0000158,M0019925,1,0.660395654247954
UBERON_0000158,M0030055,2,0.6667032533928363
UBERON_0000158,M0007554,3,0.6740014803434323
UBERON_0000159,M0001526,1,0.9235092708770422
UBERON_0000159,M0018661,2,0.795145757103062
UBERON_0000159,M0004808,3,0.6912046781649498
UBERON_0000160,M0439054,1,0.8135221269486437
UBERON_0000160,M0011586,2,0.8920811990721448
UBERON_0000160,M0011584,3,0.8098285859531441
UBERON_0000161,M0011586,1,0.6293098927637193
UBERON_0000161,M0001526,2,0.6621484239926112
UBERON_0000161,M0004808,3,0.674482964783536
UBERON_0000165,M0014126,1,0.804354035362514
UBERON_0000165,M0021656,2,0.729969965183682
UBERON_0000165,M0011825,3,0.7110051684590654
UBERON_0000167,M0014126,1,0.8778994211562385
UBERON_0000167,M0021656,2,0.7945983615667479
UBERON_0000167,M0015442,3,0.7532045941603746
UBERON_0000168,M0011584,1,0.813707457657293
UBERON_0000168,M0439054,2,0.7921218321996107
UBERON_0000168,M0004808,3,0.8066049265795112
UBERON_0000170,M0018913,1,0.821547246322573
UBERON_0000170,M0012740,2,0.8620813202721729
UBERON_0000170,M0002960,3,0.7646786918942591
UBERON_0000171,M0018121,1,0.6583440453235657
UBERON_0000171,M0012740,2,0.6965559445812975
UBERON_0000171,M0018913,3,0.7222939024807011
UBERON_0000178,M0002677,1,0.8040015082727757
UBERON_0000178,M0002669,2,0.9000897487604391
UBERON_0000178,M0446826,3,0.741782197669625
UBERON_0000179,M0002669,1,0.6312736961282529
UBERON_0000179,M0012778,2,0.627016653749383
UBERON_0000179,M0010101,3,0.7276137401279649
UBERON_0000200,M0029077,1,0.7078899973000112
UBERON_0000200,M0003878,2,0.7140728529440474
UBERON_0000200,M0328553,3,0.7243233217517138
UBERON_0000203,M0028250,1,0.7199668659654307
UBERON_0000203,M0009294,2,0.7320237869788434
UBERON_0000203,M0021130,3,0.7990318429251588
UBERON_0000204,M0593321,1,0.7105740584323238
UBERON_0000204,M0025248,2,0.7434014881953124
UBERON_0000204,M0021130,3,0.8869844706147209
UBERON_0000209,M0008846,1,0.8075239099665092
UBERON_0000209,M0015953,2,0.7074975964588565
UBERON_0000209,M0001913,3,0.7096441400664308
UBERON_0000210,M0015953,1,0.890723867798024
UBERON_0000210,M0008846,2,0.7605448192811768
UBERON_0000210,M0019947,3,0.7703395411674994
UBERON_0000211,M0012507,1,0.9013160515764358
UBERON_0000211,M0026970,2,0.8212313605522564
UBERON_0000211,M0012506,3,0.9432856249029994
UBERON_0000303,M0010370,1,0.7017327302043955
UBERON_0000303,M0483163,2,0.6850859288087754
UBERON_0000303,M000611429,3,0.6917535480640703
UBERON_0000305,M0004341,1,0.6327241531931728
UBERON_0000305,M0016933,2,0.6484422641463016
UBERON_0000305,M0022439,3,0.6768586734556973
UBERON_0000311,M000611429,1,0.6561691477507542
UBERON_0000311,M0483163,2,0.6752530346647786
UBERON_0000311,M0579781,3,0.6213634509875545
UBERON_0000314,M0011586,1,0.6953740977151482
UBERON_0000314,M0003712,2,0.8142282509724922
UBERON_0000314,M0011572,3,0.7035902385856434
UBERON_0000317,M0011584,1,0.792937655084246
UBERON_0000317,M0004808,2,0.8058778021178793
UBERON_0000317,M0011572,3,0.8136568682235578
UBERON_0000320,M0011572,1,0.8461285156540035
UBERON_0000320,M0011586,2,0.8202148008589851
UBERON_0000320,M0009010,3,0.7932891424976898
UBERON_0000328,M0020671,1,0.7545758548602787
UBERON_0000328,M0011586,2,0.7713732435450119
UBERON_0000328,M0011572,3,0.8137930343542744
UBERON_0000331,M0016442,1,0.8170054625460466
UBERON_0000331,M0011572,2,0.7767386711241366
UBERON_0000331,M0011586,3,0.7703722612279021
UBERON_0000333,M0029518,1,0.7530650566988336
UBERON_0000333,M0009010,2,0.7104193800487724
UBERON_0000333,M0011572,3,0.7069509348981577
UBERON_0000344,M0014486,1,0.7785380569835744
UBERON_0000344,M0328056,2,0.8283340290877484
UBERON_0000344,M0012229,3,0.7773037840876039
UBERON_0000348,M0015326,1,0.9446842378338648
UBERON_0000348,M0013135,2,0.8065267555132916
UBERON_0000348,M0019638,3,0.785828481877444
UBERON_0000349,M0590591,1,0.8655767423637284
UBERON_0000349,M0001044,2,0.7447183224578742
UBERON_0000349,M0012518,3,0.8739374449065804
UBERON_0000353,M0018121,1,0.5460791493580684
UBERON_0000353,M0012740,2,0.5506558564391366
UBERON_0000353,M0010405,3,0.5365013588060695
UBERON_0000362,M0012019,1,0.9325260015562918
UBERON_0000362,M0014633,2,0.8167106792612207
UBERON_0000362,M0012025,3,0.8216971666198151
UBERON_0000365,M0014633,1,0.6944913232647161
UBERON_0000365,M0022322,2,0.7724093729971914
UBERON_0000365,M0012691,3,0.7140971294397943
UBERON_0000366,M000611429,1,0.6912575365092961
UBERON_0000366,M0027725,2,0.6676178632223917
UBERON_0000366,M0483163,3,0.6869121526339337
UBERON_0000368,M000616163,1,0.6574400709893921
UBERON_0000368,M000611429,2,0.6739540731743359
UBERON_0000368,M0000009,3,0.6511794249217678
UBERON_0000369,M0025942,1,0.8526235708561125
UBERON_0000369,M0005212,2,0.8802668454820111
UBERON_0000369,M0002196,3,0.8417508510718681
UBERON_0000370,M000616163,1,0.6350048660683386
UBERON_0000370,M0483163,2,0.6822531601527956
UBERON_0000370,M000611429,3,0.7399701655642222
UBERON_0000372,M0016374,1,0.7016223316090674
UBERON_0000372,M0019524,2,0.6791585614412454
UBERON_0000372,M0002856,3,0.6644054055738089
UBERON_0000375,M0013135,1,0.8357838564078482
UBERON_0000375,M0021965,2,0.8467493705796709
UBERON_0000375,M0012981,3,0.9195956685720272
UBERON_0000377,M0013135,1,0.9407061322834267
UBERON_0000377,M0021965,2,0.8620637903159445
UBERON_0000377,M0008121,3,0.811111550603105
UBERON_0000378,M0015760,1,0.7505645800166291
UBERON_0000378,M0021656,2,0.7970767255382345
UBERON_0000378,M0010900,3,0.6990529309723262
UBERON_0000381,M0002628,1,0.8239979800812051
UBERON_0000381,M0022322,2,0.6806307596615886
UBERON_0000381,M0022331,3,0.6734013191053756
UBERON_0000383,M0027725,1,0.7755136580909981
UBERON_0000383,M0014247,2,0.8128442081938059
UBERON_0000383,M0014260,3,0.8251191858312811
UBERON_0000388,M0007562,1,0.9174920997220445
UBERON_0000388,M0012239,2,0.7763234526127939
UBERON_0000388,M0009312,3,0.7894316915146065
UBERON_0000389,M0012345,1,0.8787025424498196
UBERON_0000389,M0012350,2,0.824162325713048
UBERON_0000389,M0539432,3,0.7624916466774435
UBERON_0000390,M0012350,1,0.9074685150800742
UBERON_0000390,M0012345,2,0.8549006895722734
UBERON_0000390,M0012351,3,0.7697324448572589
UBERON_0000392,M0014542,1,0.7843899717148825
UBERON_0000392,M0001913,2,0.7255563030928263
UBERON_0000392,M0579782,3,0.7997196294326886
UBERON_0000397,M0011572,1,0.8095236350324746
UBERON_0000397,M0004808,2,0.8366726081682467
UBERON_0000397,M0011584,3,0.8127108677766445
UBERON_0000399,M0011572,1,0.8218990942702602
UBERON_0000399,M0009010,2,0.733059032371219
UBERON_0000399,M0011844,3,0.7853341014223851
UBERON_0000400,M0011030,1,0.7771852454903532
UBERON_0000400,M0011586,2,0.7937714787892493
UBERON_0000400,M0011844,3,0.8423640713984569
UBERON_0000409,M0328056,1,0.6614365696382156
UBERON_0000409,M0012229,2,0.7000064697867563
UBERON_0000409,M0030041,3,0.6606518567255769
UBERON_0000414,M0014486,1,0.7826503460730958
UBERON_0000414,M0328056,2,0.8093751449299227
UBERON_0000414,M0012229,3,0.7931138774544314
UBERON_0000423,M0006956,1,0.9154585601737525
UBERON_0000423,M0020922,2,0.8705691227781078
UBERON_0000423,M0001590,3,0.6476303319008102
UBERON_0000428,M0017823,1,0.8542606481677165
UBERON_0000428,M0007559,2,0.6983605017530581
UBERON_0000428,M0019639,3,0.6830760693603737
UBERON_0000429,M0014333,1,0.8704058775544404
UBERON_0000429,M0020671,2,0.858754178474191
UBERON_0000429,M0003739,3,0.8274122049107591
UBERON_0000435,M0015936,1,0.7274737449160215
UBERON_0000435,M0010932,2,0.8071918822085976
UBERON_0000435,M0022602,3,0.7701145158898615
UBERON_0000440,M0019083,1,0.5694219601706868
UBERON_0000440,M0336787,2,0.5665786001857981
UBERON_0000440,M0456567,3,0.646752140854389
UBERON_0000442,M0022532,1,0.7528396149613816
UBERON_0000442,M0021193,2,0.7103378953452856
UBERON_0000442,M0020274,3,0.7985711075037485
UBERON_0000443,M0002732,1,0.6920794252956753
UBERON_0000443,M0019566,2,0.72761916593989
UBERON_0000443,M0020274,3,0.7467945968221439
UBERON_0000444,M0028212,1,0.8468084455762847
UBERON_0000444,M000682877,2,0.8113095856916868
UBERON_0000444,M0328454,3,0.7753455201759293
UBERON_0000450,M0022439,1,0.7639234236303567
UBERON_0000450,M0007416,2,0.7528944436110327
UBERON_0000450,M0005207,3,0.778775812026237
UBERON_0000454,M0002886,1,0.7994866201224575
UBERON_0000454,M0013280,2,0.7744505932171134
UBERON_0000454,M0021120,3,0.7756015236259527
UBERON_0000458,M0003947,1,0.8224457383703183
UBERON_0000458,M0022439,2,0.7523652594118382
UBERON_0000458,M0007416,3,0.8004168371872104
UBERON_0000463,M0446826,1,0.5871748023518635
UBERON_0000463,M0002669,2,0.533405614466734
UBERON_0000463,M0004454,3,0.5228914937021223
UBERON_0000464,M0016831,1,0.5143794229692441
UBERON_0000464,M0456567,2,0.5201755690672777
UBERON_0000464,M0019053,3,0.5272732282917891
UBERON_0000465,M0023163,0.5199723974836287,1,
UBERON_0000467,M0003475,1,0.6645702227312182
UBERON_0000467,M0003801,2,0.589929905361195
UBERON_0000467,M0019925,3,0.5853490539446508
UBERON_0000468,M0027114,1,0.5090832754181245
UBERON_0000468,M0014658,2,0.519129648806663
UBERON_0000471,M0020652,1,0.5045948068794666
UBERON_0000471,M0456567,2,0.5270547141113018
UBERON_0000471,M0012632,3,0.5470416111305392
UBERON_0000473,M0021193,1,0.9109089232944952
UBERON_0000473,M0019691,2,0.8365548946790374
UBERON_0000473,M0020285,3,0.80545941516069
UBERON_0000474,M0009158,1,0.8173524007174945
UBERON_0000474,M0015596,2,0.7853399095874993
UBERON_0000474,M0009161,3,0.8553824632173005
UBERON_0000475,M0456567,1,0.5301396766842912
UBERON_0000475,M0019920,2,0.5397175662361434
UBERON_0000475,M0561609,3,0.5209680650473131
UBERON_0000476,M0029079,1,0.520196108003142
UBERON_0000476,M0008978,2,0.5182635650474339
UBERON_0000476,M0456567,3,0.5115318503945867
UBERON_0000477,M0012815,1,0.5549015016869655
UBERON_0000477,M0012781,2,0.6027579735424871
UBERON_0000477,M0008978,3,0.5872348408210561
UBERON_0000478,M000764626,1,0.7130172191715436
UBERON_0000478,M0016933,2,0.7198976444376726
UBERON_0000478,M0022439,3,0.715765649492216
UBERON_0000479,M0014247,1,0.5661893268223649
UBERON_0000479,M0002767,2,0.5880279637989284
UBERON_0000479,M0456567,3,0.5841526263337722
UBERON_0000481,M0012632,1,0.5199256282219553
UBERON_0000481,M0456567,2,0.5477697586495098
UBERON_0000481,M0029935,3,0.5146731895938399
UBERON_0000482,M0026599,1,0.5680353863181489
UBERON_0000482,M0011572,2,0.5777536113706369
UBERON_0000482,M0561609,3,0.5961865446478734
UBERON_0000483,M0029063,1,0.6868058579446585
UBERON_0000483,M0007554,2,0.6775106763908636
UBERON_0000483,M0328056,3,0.6994187143297709
UBERON_0000484,M0014486,1,0.607450759039427
UBERON_0000484,M0012025,2,0.6123692609113628
UBERON_0000484,M0473246,3,0.6200363834987864
UBERON_0000485,M0004808,1,0.65418407365548
UBERON_0000485,M0009010,2,0.6548969698911137
UBERON_0000485,M0011572,3,0.722805744476972
UBERON_0000486,M0007554,1,0.6815349087643781
UBERON_0000486,M0029063,2,0.646369111790018
UBERON_0000486,M0011572,3,0.6351148298059889
UBERON_0000487,M0017040,1,0.6378578107698789
UBERON_0000487,M0328056,2,0.6497067233028024
UBERON_0000487,M0024242,3,0.6534244996951707
UBERON_0000488,M0007554,1,0.5121866938197718
UBERON_0000488,M0029063,2,0.5016958291796662
UBERON_0000489,M0011572,1,0.6117063674563329
UBERON_0000489,M0002961,2,0.6413283710974814
UBERON_0000489,M0018121,3,0.6076936939588428
UBERON_0000490,M0456567,1,0.6288277513230796
UBERON_0000490,M0022322,2,0.6266108481239437
UBERON_0000490,M0011572,3,0.641303312077
UBERON_0000569,M0011026,1,0.9440224302834511
UBERON_0000569,M0011586,2,0.7442825130190011
UBERON_0000569,M0018200,3,0.7363622656355883
UBERON_0000915,M0027114,1,0.5545027502807212
UBERON_0000915,M0005203,2,0.6684989983720772
UBERON_0000915,M0020517,3,0.5526822260161532
UBERON_0000916,M000615196,1,0.7155713085420736
UBERON_0000916,M0000009,2,0.7542508390029482
UBERON_0000916,M0016100,3,0.6924759858313881
UBERON_0000922,M0023163,1,0.5879239443569881
UBERON_0000922,M0020286,2,0.5325669408884711
UBERON_0000922,M0015307,3,0.5554597188874388
UBERON_0000933,M0016480,1,0.8203836876876249
UBERON_0000933,M0514761,2,0.7172198615272877
UBERON_0000933,M0016486,3,0.7576431562590535
UBERON_0000935,M0593298,1,0.9108482230946181
UBERON_0000935,M0328545,2,0.7288079459944796
UBERON_0000935,M0593321,3,0.7441295649933284
UBERON_0000942,M0015326,1,0.812914293128029
UBERON_0000942,M0013135,2,0.789259024228644
UBERON_0000942,M0019638,3,0.7308175235652511
UBERON_0000945,M0439053,1,0.7513501359134203
UBERON_0000945,M0020540,2,0.7850975327851891
UBERON_0000945,M0439813,3,0.7624264433235404
UBERON_0000946,M0009974,1,0.8995427312925339
UBERON_0000946,M0004331,2,0.8551956013159602
UBERON_0000946,M0001553,3,0.8420795650986664
UBERON_0000947,M0001539,1,0.8488224075684758
UBERON_0000947,M0001731,2,0.8211407833006032
UBERON_0000947,M0001542,3,0.7788188814458841
UBERON_0000948,M0009936,1,0.8840331569655377
UBERON_0000948,M0014344,2,0.7861455131475951
UBERON_0000948,M0009975,3,0.7963776104383474
UBERON_0000949,M0016910,1,0.769132730821105
UBERON_0000949,M0010938,2,0.7870400953479803
UBERON_0000949,M0014767,3,0.7788994942850845
UBERON_0000950,M000616163,1,0.8399597575909957
UBERON_0000950,M0483163,2,0.6921440539776909
UBERON_0000950,M000611429,3,0.7047688854983827
UBERON_0000955,M0002865,1,0.7458968046958957
UBERON_0000955,M0003801,2,0.7086324933542518
UBERON_0000955,M0014658,3,0.7299911245097537
UBERON_0000956,M0003878,1,0.8228742326487621
UBERON_0000956,M0590591,2,0.8166178662606246
UBERON_0000956,M0021130,3,0.8032388759399375
UBERON_0000957,M0007554,1,0.601048495999181
UBERON_0000957,M0011572,2,0.6007208819461275
UBERON_0000957,M0012229,3,0.6220062211979365
UBERON_0000958,M0002886,1,0.6908907863571174
UBERON_0000958,M0013280,2,0.7349673944853378
UBERON_0000958,M0500190,3,0.6900557778583123
UBERON_0000959,M0015353,1,0.8856431160032383
UBERON_0000959,M0333074,2,0.7605811564211986
UBERON_0000959,M0015357,3,0.7546756340319735
UBERON_0000961,M0008983,1,0.8324764942556486
UBERON_0000961,M0020363,2,0.7625919408972881
UBERON_0000961,M0021398,3,0.7654810993775983
UBERON_0000962,M0020324,1,0.7912590960568777
UBERON_0000962,M0003929,2,0.8369115233482654
UBERON_0000962,M0592805,3,0.8573688627795797
UBERON_0000964,M0005176,1,0.950417048381214
UBERON_0000964,M0029063,2,0.8424787510448833
UBERON_0000964,M0001299,3,0.8409654733016575
UBERON_0000965,M0012345,1,0.8483193028652363
UBERON_0000965,M0012350,2,0.8391841454849179
UBERON_0000965,M0012351,3,0.886438518242605
UBERON_0000966,M0018939,1,0.8756841461270704
UBERON_0000966,M0515670,2,0.8325613742379883
UBERON_0000966,M0516869,3,0.8352957305980219
UBERON_0000970,M0008082,1,0.893303031630364
UBERON_0000970,M0018939,2,0.8331156232550972
UBERON_0000970,M0515670,3,0.8240833053618276
UBERON_0000974,M0003931,1,0.79593073099453
UBERON_0000974,M0014542,2,0.7656239520434239
UBERON_0000974,M0022621,3,0.7592273911814563
UBERON_0000975,M0020518,1,0.9150140406015226
UBERON_0000975,M0013015,2,0.8173544358691495
UBERON_0000975,M0023069,3,0.8359553447893551
UBERON_0000976,M0010654,1,0.8991208044935124
UBERON_0000976,M0001699,2,0.7936635239078905
UBERON_0000976,M0542307,3,0.7910512666399148
UBERON_0000978,M0473616,1,0.6506067582272392
UBERON_0000978,M0012282,2,0.663610886420296
UBERON_0000978,M0019469,3,0.6747455488535214
UBERON_0000979,M0021510,1,0.8738920434064192
UBERON_0000979,M0012282,2,0.818865685263797
UBERON_0000979,M0008319,3,0.781900103196946
UBERON_0000981,M0008319,1,0.8605327656440003
UBERON_0000981,M0008317,2,0.8516137267601381
UBERON_0000981,M0012282,3,0.8243537270699396
UBERON_0000982,M0011865,1,0.8771442882989665
UBERON_0000982,M0012068,2,0.7688355867189954
UBERON_0000982,M0019920,3,0.7547571724160522
UBERON_0000985,M0002050,1,0.9334452646054284
UBERON_0000985,M0020651,2,0.7780728770681052
UBERON_0000985,M0002049,3,0.8712978295533139
UBERON_0000988,M0002886,1,0.8093798355779849
UBERON_0000988,M0591189,2,0.765958312132592
UBERON_0000988,M0017282,3,0.8834725037422096
UBERON_0000990,M0022393,1,0.8389831663399129
UBERON_0000990,M0009158,2,0.8675626509045534
UBERON_0000990,M0009164,3,0.8151904910928774
UBERON_0000991,M0009550,1,0.8895901907944102
UBERON_0000991,M0021193,2,0.8126576221476298
UBERON_0000991,M0488566,3,0.825849790381463
UBERON_0000992,M0015596,1,0.8861545973438963
UBERON_0000992,M0009571,2,0.8334283438397826
UBERON_0000992,M0009550,3,0.8327577454049403
UBERON_0000993,M0008175,1,0.8329559198279208
UBERON_0000993,M0000455,2,0.8255950470517301
UBERON_0000993,M0022439,3,0.7889866068734829
UBERON_0000995,M0022439,1,0.9252783000714854
UBERON_0000995,M0007416,2,0.8292952372146586
UBERON_0000995,M0014357,3,0.8469514076038414
UBERON_0000996,M0022473,1,0.8722823729960927
UBERON_0000996,M0009161,2,0.7780105278068629
UBERON_0000996,M0022439,3,0.7667280303855885
UBERON_0000998,M0019639,1,0.9365187606121452
UBERON_0000998,M0007146,2,0.8082196254253786
UBERON_0000998,M0003019,3,0.7789447118449143
UBERON_0000999,M0007146,1,0.949118103073363
UBERON_0000999,M0022532,2,0.861151365210387
UBERON_0000999,M0019639,3,0.8414738224914952
UBERON_0001003,M0007554,1,0.8669529212652209
UBERON_0001003,M0019925,2,0.7929406241031827
UBERON_0001003,M0030055,3,0.7654345640715716
UBERON_0001004,M0012740,1,0.7875782118751318
UBERON_0001004,M0018913,2,0.8960554013841451
UBERON_0001004,M0021743,3,0.7938905402964547
UBERON_0001005,M0012740,1,0.7722448557687492
UBERON_0001005,M0002960,2,0.7605589565074037
UBERON_0001005,M0018913,3,0.8148810958806822
UBERON_0001007,M0006371,1,0.9358850798085359
UBERON_0001007,M0439813,2,0.9173227056830626
UBERON_0001007,M0439053,3,0.8498582505301457
UBERON_0001008,M0014633,1,0.8109505511245314
UBERON_0001008,M0012006,2,0.8725351966972479
UBERON_0001008,M0022372,3,0.8715001792943005
UBERON_0001009,M0002726,1,0.817122438706735
UBERON_0001009,M0003475,2,0.9224672370522193
