source,target,rank,score
UBERON_0001291,M0012027,3,0.8756638124431675
UBERON_0001292,M0012027,1,0.8778444957468217
UBERON_0001292,M0012026,2,0.7671946182672034
UBERON_0001292,M0012028,3,0.8196031948787966
UBERON_0001293,M0012691,1,0.7638105920974023
UBERON_0001293,M0012019,2,0.8094874289445358
UBERON_0001293,M0012012,3,0.8049306604332873
UBERON_0001294,M0012028,1,0.7994816459152729
UBERON_0001294,M0012019,2,0.7850983091421768
UBERON_0001294,M0012012,3,0.7597742407470054
UBERON_0001552,M0012018,1,0.6021676259910623
UBERON_0001552,M0012019,2,0.6543962034202152
UBERON_0001552,M0012012,3,0.641979944949241
UBERON_0002015,M0012012,1,0.658374465449505
UBERON_0002015,M0475586,2,0.657104957177975
UBERON_0002015,M0473246,3,0.6448711532057511
UBERON_0002113,M0014633,1,0.8416228254704394
UBERON_0002113,M0012019,2,0.8254710258403921
UBERON_0002113,M0012006,3,0.908566675937749
UBERON_0002189,M0012012,1,0.8738129663726605
UBERON_0002189,M0012028,2,0.741618899071061
UBERON_0002189,M0012019,3,0.7615465311411417
UBERON_0002303,M0011890,1,0.916028091529505
UBERON_0002303,M0009299,2,0.7585814241419261
UBERON_0002303,M0012018,3,0.7602936015916363
UBERON_0002319,M0475996,1,0.9220431053783539
UBERON_0002319,M0009299,2,0.9344104614376012
UBERON_0002319,M0476074,3,0.7489103961725944
UBERON_0002320,M0009299,1,0.9136679471988346
UBERON_0002320,M0476074,2,0.7460690844936825
UBERON_0002320,M0475996,3,0.9020268535672745
UBERON_0002335,M0012019,1,0.7113338486740992
UBERON_0002335,M0011890,2,0.8735984471481377
UBERON_0002335,M0012012,3,0.6842826196147048
UBERON_0003455,M0012691,1,0.9141738982442377
UBERON_0003455,M0012019,2,0.8206830175194563
UBERON_0003455,M0012028,3,0.8346750863085108
UBERON_0003517,M0012012,1,0.7339348787470976
UBERON_0003517,M0012019,2,0.6762084503130361
UBERON_0003517,M0012018,3,0.679654730507176
UBERON_0003527,M0012018,1,0.7963056741268835
UBERON_0003527,M0012025,2,0.759106144554027
UBERON_0003527,M0012012,3,0.7881281299553564
UBERON_0003644,M0012019,1,0.7080799036899946
UBERON_0003644,M0012006,2,0.6859135151563627
UBERON_0003644,M0012012,3,0.697679814505635
UBERON_0004100,M0012028,1,0.7983309425076045
UBERON_0004100,M0012025,2,0.8424413385177975
UBERON_0004100,M0012026,3,0.9138497184405309
UBERON_0004134,M0012027,1,0.8636846025314169
UBERON_0004134,M0012028,2,0.94126910236974
UBERON_0004134,M0012025,3,0.8449811026158172
UBERON_0004135,M0012028,1,0.8421445192948599
UBERON_0004135,M0012027,2,0.9251155182650904
UBERON_0004135,M0012025,3,0.7935409591312832
UBERON_0004136,M0012027,1,0.902511146751932
UBERON_0004136,M0012025,2,0.8124576480970854
UBERON_0004136,M0012028,3,0.8717307401888647
UBERON_0004188,M0555122,1,0.8412351613492066
UBERON_0004188,M0012018,2,0.8051508247210584
UBERON_0004188,M0473246,3,0.8485454334458303
UBERON_0004189,M0555122,1,0.821125815150669
UBERON_0004189,M0012018,2,0.8016549136397328
UBERON_0004189,M0473246,3,0.78368785937251
UBERON_0004190,M0555122,1,0.7561589718832068
UBERON_0004190,M0012018,2,0.8410637054401553
UBERON_0004190,M0012012,3,0.7994221936431255
UBERON_0004193,M0012028,1,0.8177779815117221
UBERON_0004193,M0012691,2,0.7967539086143107
UBERON_0004193,M0012027,3,0.8196058347043585
UBERON_0004196,M0012028,1,0.8792673571995493
UBERON_0004196,M0012027,2,0.8366392833016433
UBERON_0004196,M0012025,3,0.7871393889015491
UBERON_0004197,M0012027,1,0.835688856366018
UBERON_0004197,M0014633,2,0.7358610371417929
UBERON_0004197,M0012028,3,0.8279496022469905
UBERON_0004200,M0012025,1,0.7903357509454024
UBERON_0004200,M0012019,2,0.806016517901974
UBERON_0004200,M0012691,3,0.8046805371801776
UBERON_0004201,M0012025,1,0.819381785177736
UBERON_0004201,M0012027,2,0.806572278920361
UBERON_0004201,M0012028,3,0.8532396070796031
UBERON_0004202,M0012012,1,0.7948585821360645
UBERON_0004202,M0012028,2,0.723282841276075
UBERON_0004202,M0012019,3,0.779998072876373
UBERON_0004203,M0012027,1,0.786817426145017
UBERON_0004203,M0012028,2,0.7798428368602957
UBERON_0004203,M0012026,3,0.8234504750853363
UBERON_0004204,M0012025,1,0.778817193403656
UBERON_0004204,M0012028,2,0.7881563346498729
UBERON_0004204,M0012026,3,0.8263653514391487
UBERON_0004205,M0012028,1,0.823129720986482
UBERON_0004205,M0012025,2,0.8233813086501603
UBERON_0004205,M0012026,3,0.878304844794713
UBERON_0004211,M0555122,1,0.7967363597356693
UBERON_0004211,M0473246,2,0.8170669960547952
UBERON_0004211,M0012018,3,0.8021634691111532
UBERON_0004212,M0555122,1,0.8602339644247214
UBERON_0004212,M0012018,2,0.8633263077061676
UBERON_0004212,M0476074,3,0.7663423735134678
UBERON_0004294,M0555122,1,0.8373737433026961
UBERON_0004294,M0012018,2,0.8202356501641939
UBERON_0004294,M0473246,3,0.7832107261844831
UBERON_0004639,M0011890,1,0.7388907547668071
UBERON_0004639,M0012018,2,0.6968251976455371
UBERON_0004639,M0012012,3,0.676420596359647
UBERON_0004640,M0011890,1,0.6951682472998416
UBERON_0004640,M0555122,2,0.6355400946312866
UBERON_0004640,M0012018,3,0.6809567948825923
UBERON_0004719,M0012012,1,0.6634270520769644
UBERON_0004719,M0012691,2,0.645236868833196
UBERON_0004719,M0012019,3,0.6445258846793571
UBERON_0004723,M0012012,1,0.6988097468626113
UBERON_0004723,M0012018,2,0.6492724451123667
UBERON_0004723,M0012019,3,0.679985479000121
UBERON_0004819,M0012028,1,0.7790941619302733
UBERON_0004819,M0012027,2,0.7835495243083644
UBERON_0004819,M0012012,3,0.7931465464351029
UBERON_0005096,M0012691,1,0.8703646576153266
UBERON_0005096,M0012027,2,0.8717829489086862
UBERON_0005096,M0012028,3,0.8908885332444085
UBERON_0005097,M0012027,1,0.8653774224713904
UBERON_0005097,M0012028,2,0.8604208000953913
UBERON_0005097,M0012025,3,0.8250661582895253
UBERON_0005099,M0012027,1,0.8402221014151615
UBERON_0005099,M0012028,2,0.8122899087160445
UBERON_0005099,M0014633,3,0.7773264414388507
UBERON_0005164,M0012691,1,0.880078317582026
UBERON_0005164,M0012028,2,0.8212602886144518
UBERON_0005164,M0012027,3,0.8184548113095702
UBERON_0005168,M0012012,1,0.7177507300142796
UBERON_0005168,M0012019,2,0.6918281550177803
UBERON_0005168,M0012018,3,0.693744085645998
UBERON_0005215,M0012012,1,0.7174265181616393
UBERON_0005215,M0476074,2,0.6935217806545465
UBERON_0005215,M0009299,3,0.7086593653064183
UBERON_0005271,M0012028,1,0.7943476254229831
UBERON_0005271,M0012012,2,0.8194786972866122
UBERON_0005271,M0012019,3,0.7836347031036612
UBERON_0005272,M0012028,1,0.7379523653336703
UBERON_0005272,M0012018,2,0.7512838192166995
UBERON_0005272,M0012012,3,0.7389582221507981
UBERON_0005750,M0555122,1,0.7631882713426761
UBERON_0005750,M0475586,2,0.8245246763782097
UBERON_0005750,M0009299,3,0.7760674532055792
UBERON_0005751,M0555122,1,0.8052390534065389
UBERON_0005751,M0012018,2,0.7992848370579355
UBERON_0005751,M0475586,3,0.8421233128238853
UBERON_0006517,M0012023,1,0.8005152242372453
UBERON_0006517,M0012010,2,0.9322451585311369
UBERON_0006517,M0012025,3,0.7676459322475805
UBERON_0006534,M0012028,1,0.8916195573487832
UBERON_0006534,M0012027,2,0.8834396302277608
UBERON_0006534,M0012025,3,0.8331491631867775
UBERON_0006542,M0012691,1,0.8992579574422136
UBERON_0006542,M0012019,2,0.8056366658177998
UBERON_0006542,M0012028,3,0.8416538437149808
UBERON_0006544,M0012012,1,0.783800862183995
UBERON_0006544,M0012018,2,0.7790254424999976
UBERON_0006544,M0011890,3,0.7336584710718372
UBERON_0006853,M0012027,1,0.852469070834579
UBERON_0006853,M0012028,2,0.839280955411074
UBERON_0006853,M0012026,3,0.8015844737463105
UBERON_0007684,M0012025,1,0.9242319781433904
UBERON_0007684,M0014633,2,0.9262025691135668
UBERON_0007684,M0012028,3,0.856014871717215
UBERON_0007685,M0012025,1,0.8865379059249492
UBERON_0007685,M0012027,2,0.8851635117065226
UBERON_0007685,M0012028,3,0.9010579494027311
UBERON_0008716,M0012691,1,0.6768688043666432
UBERON_0008716,M0012023,2,0.7418816175529471
UBERON_0008716,M0012019,3,0.6742957734129985
UBERON_0008987,M0012012,1,0.7554633861857306
UBERON_0008987,M0012025,2,0.7538906506945939
UBERON_0008987,M0014633,3,0.7831370617088043
UBERON_0009035,M0012028,1,0.8299844545557283
UBERON_0009035,M0012025,2,0.7940203570758325
UBERON_0009035,M0012027,3,0.8090157772544004
UBERON_0009095,M0012010,1,0.687533789134238
UBERON_0009095,M0012023,2,0.7372822638166505
UBERON_0009095,M0012028,3,0.6873458823548811
UBERON_0009883,M0012028,1,0.8031141592863063
UBERON_0009883,M0012019,2,0.8176521841808014
UBERON_0009883,M0012012,3,0.7778367915914755
UBERON_0010181,M0012018,1,0.7179712562547911
UBERON_0010181,M0012025,2,0.7256874314256512
UBERON_0010181,M0012028,3,0.7136257740372974
UBERON_0012441,M0012018,1,0.7479760413327047
UBERON_0012441,M0555122,2,0.7392315016793837
UBERON_0012441,M0473246,3,0.7147508585236171
UBERON_0014401,M0012012,1,0.6645446633329244
UBERON_0014401,M0012025,2,0.6474069276904456
UBERON_0014401,M0012018,3,0.6423319473772275
UBERON_0034884,M0011890,1,0.9331701218416663
UBERON_0034884,M0012019,2,0.7554896898015832
UBERON_0034884,M0012018,3,0.6729446932677658
UBERON_0034996,M0012691,1,0.9200129211413434
UBERON_0034996,M0012027,2,0.7953526430510451
UBERON_0034996,M0012028,3,0.8142263878472206
UBERON_0034997,M0012691,1,0.9037616263365585
UBERON_0034997,M0012028,2,0.8637601582680544
UBERON_0034997,M0012025,3,0.8137252699668936
UBERON_8410073,M0012028,1,0.8179676314458053
UBERON_8410073,M0012691,2,0.7793419612639667
UBERON_8410073,M0012019,3,0.8406966345930162
UBERON_8600036,M0012028,1,0.8606736609644353
UBERON_8600036,M0012691,2,0.9129446029520593
UBERON_8600036,M0012025,3,0.8341025622854779
UBERON_8600037,M0012019,1,0.7963191176615013
UBERON_8600037,M0012028,2,0.8258485259145386
UBERON_8600037,M0012691,3,0.9273410343592207
