source,target,rank,score
UBERON_0002348,M0009936,2,0.769946381954101
UBERON_0002348,M0009969,3,0.7177751535857666
UBERON_0002351,M0019898,1,0.9250572729629717
UBERON_0002351,M0001928,2,0.8413367497661273
UBERON_0002351,M0009948,3,0.7656228710904404
UBERON_0002352,M0001928,1,0.9220329147570401
UBERON_0002352,M0019898,2,0.8442111136946328
UBERON_0002352,M0009948,3,0.8022652297573805
UBERON_0002353,M0001928,1,0.7816125698389876
UBERON_0002353,M0003026,2,0.8927671620274977
UBERON_0002353,M0009948,3,0.7497966303780493
UBERON_0002494,M0013957,1,0.7278693728945519
UBERON_0002494,M0004331,2,0.760052073312754
UBERON_0002494,M0015833,3,0.8858376577396934
UBERON_0003379,M0009936,1,0.8131507641783505
UBERON_0003379,M0014344,2,0.8845138675701673
UBERON_0003379,M0400427,3,0.8296636456093961
UBERON_0003383,M0400427,1,0.7825068889665527
UBERON_0003383,M0009969,2,0.8187890337308561
UBERON_0003383,M0014344,3,0.8324159049224177
UBERON_0003498,M0001553,1,0.6919290627024575
UBERON_0003498,M0009975,2,0.697574066033055
UBERON_0003498,M0009936,3,0.6873111407765177
UBERON_0004145,M0001553,1,0.6880556956338381
UBERON_0004145,M0018141,2,0.711699583640405
UBERON_0004145,M0009975,3,0.730233628484072
UBERON_0004148,M0009936,1,0.698700375625875
UBERON_0004148,M0001553,2,0.6648808576334944
UBERON_0004148,M0009975,3,0.7088736496501479
UBERON_0004151,M0009936,1,0.8129802652678968
UBERON_0004151,M0009941,2,0.883308198594411
UBERON_0004151,M0009975,3,0.8465008400713905
UBERON_0005208,M0021947,1,0.9231921050221883
UBERON_0005208,M0018141,2,0.8231297933543614
UBERON_0005208,M0013957,3,0.7977341179501468
UBERON_0005337,M0018141,1,0.714893528931039
UBERON_0005337,M0009975,2,0.77074181823471
UBERON_0005337,M0006876,3,0.7107158401759117
UBERON_0005438,M0001553,1,0.6165974169640203
UBERON_0005438,M0019898,2,0.6090293424430641
UBERON_0005438,M0001928,3,0.6707020233875004
UBERON_0005623,M0001553,1,0.7663374943281461
UBERON_0005623,M0018141,2,0.8148561474443154
UBERON_0005623,M0009974,3,0.7584072382452806
UBERON_0005946,M0015833,1,0.753786401499378
UBERON_0005946,M0009941,2,0.7978022676928401
UBERON_0005946,M0013957,3,0.7459532788302266
UBERON_0005956,M0501517,1,0.7207207710572942
UBERON_0005956,M0001553,2,0.7145606374437463
UBERON_0005956,M0009975,3,0.6999652240603407
UBERON_0005965,M0009941,1,0.7708496647302102
UBERON_0005965,M0018141,2,0.766089764236518
UBERON_0005965,M0009975,3,0.7736767767960087
UBERON_0005966,M0009941,1,0.7779931393078432
UBERON_0005966,M0501517,2,0.732758355593744
UBERON_0005966,M0009975,3,0.7655856705829647
UBERON_0005985,M0001553,1,0.6357765835943001
UBERON_0005985,M0009975,2,0.6729404843732624
UBERON_0005985,M0009936,3,0.6308437519710753
UBERON_0006566,M0009975,1,0.7932539328564951
UBERON_0006566,M0400427,2,0.7860045572236034
UBERON_0006566,M0014344,3,0.8552753360531568
UBERON_0006567,M0400427,1,0.7713564373048847
UBERON_0006567,M0014344,2,0.8221124509596469
UBERON_0006567,M0009975,3,0.8500609140939147
UBERON_0006958,M0009936,1,0.6299051331228344
UBERON_0006958,M0009975,2,0.6835766726724901
UBERON_0006958,M0007395,3,0.6263003146994377
UBERON_0009687,M0501517,1,0.6033423289570253
UBERON_0009687,M0001553,2,0.5985269167747542
UBERON_0009687,M0009969,3,0.5918497867806534
UBERON_0011820,M0009969,1,0.8350491270871041
UBERON_0011820,M0501516,2,0.8234579604849482
UBERON_0011820,M0501517,3,0.8057995644103255
UBERON_0018674,M0009936,1,0.8594562002019559
UBERON_0018674,M0016307,2,0.7631740535708404
UBERON_0018674,M0007395,3,0.7564687058568093
UBERON_0035374,M0328425,1,0.6443288021780399
UBERON_0035374,M0009975,2,0.6345107272485025
UBERON_0035374,M0009941,3,0.6351518932176499
UBERON_0035422,M0501517,1,0.5534537748697522
UBERON_0035422,M0001553,2,0.5652797947112776
UBERON_0035422,M0022051,3,0.5899888198795954
UBERON_0035553,M0009936,1,0.8091107920948255
UBERON_0035553,M0009975,2,0.8947567671330051
UBERON_0035553,M0009941,3,0.8159053809057577
UBERON_0035554,M0009941,1,0.8233084064312276
UBERON_0035554,M0009975,2,0.8421847865930394
UBERON_0035554,M0501517,3,0.7343974270677215
