iri,missing-uberon_human_set,iri_in_UBERON-humanset
http://purl.obolibrary.org/obo/UBERON_0001424,0,1
http://purl.obolibrary.org/obo/UBERON_0001427,0,1
http://purl.obolibrary.org/obo/UBERON_0001428,0,1
http://purl.obolibrary.org/obo/UBERON_0001429,0,1
http://purl.obolibrary.org/obo/UBERON_0001430,0,1
http://purl.obolibrary.org/obo/UBERON_0001431,0,1
http://purl.obolibrary.org/obo/UBERON_0001432,0,1
http://purl.obolibrary.org/obo/UBERON_0001433,0,1
http://purl.obolibrary.org/obo/UBERON_0001435,0,1
http://purl.obolibrary.org/obo/UBERON_0001436,0,1
http://purl.obolibrary.org/obo/UBERON_0001437,0,1
http://purl.obolibrary.org/obo/UBERON_0001446,0,1
http://purl.obolibrary.org/obo/UBERON_0001447,0,1
http://purl.obolibrary.org/obo/UBERON_0001448,0,1
http://purl.obolibrary.org/obo/UBERON_0001449,0,1
http://purl.obolibrary.org/obo/UBERON_0001450,0,1
http://purl.obolibrary.org/obo/UBERON_0001469,0,1
http://purl.obolibrary.org/obo/UBERON_0001473,0,1
http://purl.obolibrary.org/obo/UBERON_0001476,0,1
http://purl.obolibrary.org/obo/UBERON_0001479,0,1
http://purl.obolibrary.org/obo/UBERON_0001484,0,1
http://purl.obolibrary.org/obo/UBERON_0001485,0,1
http://purl.obolibrary.org/obo/UBERON_0001486,0,1
http://purl.obolibrary.org/obo/UBERON_0001487,0,1
http://purl.obolibrary.org/obo/UBERON_0001488,0,1
http://purl.obolibrary.org/obo/UBERON_0001489,0,1
http://purl.obolibrary.org/obo/UBERON_0001490,0,1
http://purl.obolibrary.org/obo/UBERON_0001491,0,1
http://purl.obolibrary.org/obo/UBERON_0001492,0,1
http://purl.obolibrary.org/obo/UBERON_0001494,0,1
http://purl.obolibrary.org/obo/UBERON_0001495,0,1
http://purl.obolibrary.org/obo/UBERON_0001515,0,1
http://purl.obolibrary.org/obo/UBERON_0001516,0,1
http://purl.obolibrary.org/obo/UBERON_0001529,0,1
http://purl.obolibrary.org/obo/UBERON_0001530,0,1
http://purl.obolibrary.org/obo/UBERON_0001532,0,1
http://purl.obolibrary.org/obo/UBERON_0001533,0,1
http://purl.obolibrary.org/obo/UBERON_0001535,0,1
http://purl.obolibrary.org/obo/UBERON_0001544,0,1
http://purl.obolibrary.org/obo/UBERON_0001555,0,1
http://purl.obolibrary.org/obo/UBERON_0001568,0,1
http://purl.obolibrary.org/obo/UBERON_0001577,0,1
http://purl.obolibrary.org/obo/UBERON_0001579,0,1
http://purl.obolibrary.org/obo/UBERON_0001585,0,1
http://purl.obolibrary.org/obo/UBERON_0001587,0,1
http://purl.obolibrary.org/obo/UBERON_0001594,0,1
http://purl.obolibrary.org/obo/UBERON_0001597,0,1
http://purl.obolibrary.org/obo/UBERON_0001598,0,1
http://purl.obolibrary.org/obo/UBERON_0001599,0,1
http://purl.obolibrary.org/obo/UBERON_0001600,0,1
http://purl.obolibrary.org/obo/UBERON_0001616,0,1
http://purl.obolibrary.org/obo/UBERON_0001619,0,1
http://purl.obolibrary.org/obo/UBERON_0001620,0,1
http://purl.obolibrary.org/obo/UBERON_0001624,0,1
http://purl.obolibrary.org/obo/UBERON_0001627,0,1
http://purl.obolibrary.org/obo/UBERON_0001629,0,1
http://purl.obolibrary.org/obo/UBERON_0001632,0,1
http://purl.obolibrary.org/obo/UBERON_0001633,0,1
http://purl.obolibrary.org/obo/UBERON_0001636,0,1
http://purl.obolibrary.org/obo/UBERON_0001637,0,1
http://purl.obolibrary.org/obo/UBERON_0001638,0,1
http://purl.obolibrary.org/obo/UBERON_0001640,0,1
http://purl.obolibrary.org/obo/UBERON_0001641,0,1
http://purl.obolibrary.org/obo/UBERON_0001642,0,1
http://purl.obolibrary.org/obo/UBERON_0001643,0,1
http://purl.obolibrary.org/obo/UBERON_0001644,0,1
http://purl.obolibrary.org/obo/UBERON_0001645,0,1
http://purl.obolibrary.org/obo/UBERON_0001646,0,1
http://purl.obolibrary.org/obo/UBERON_0001647,0,1
http://purl.obolibrary.org/obo/UBERON_0001648,0,1
http://purl.obolibrary.org/obo/UBERON_0001649,0,1
http://purl.obolibrary.org/obo/UBERON_0001650,0,1
http://purl.obolibrary.org/obo/UBERON_0001663,0,1
http://purl.obolibrary.org/obo/UBERON_0001673,0,1
http://purl.obolibrary.org/obo/UBERON_0001675,0,1
http://purl.obolibrary.org/obo/UBERON_0001676,0,1
http://purl.obolibrary.org/obo/UBERON_0001677,0,1
http://purl.obolibrary.org/obo/UBERON_0001678,0,1
http://purl.obolibrary.org/obo/UBERON_0001679,0,1
http://purl.obolibrary.org/obo/UBERON_0001681,0,1
http://purl.obolibrary.org/obo/UBERON_0001684,0,1
http://purl.obolibrary.org/obo/UBERON_0001685,0,1
http://purl.obolibrary.org/obo/UBERON_0001697,0,1
http://purl.obolibrary.org/obo/UBERON_0001700,0,1
http://purl.obolibrary.org/obo/UBERON_0001702,0,1
http://purl.obolibrary.org/obo/UBERON_0001706,0,1
http://purl.obolibrary.org/obo/UBERON_0001707,0,1
http://purl.obolibrary.org/obo/UBERON_0001711,0,1
http://purl.obolibrary.org/obo/UBERON_0001715,0,1
http://purl.obolibrary.org/obo/UBERON_0001717,0,1
http://purl.obolibrary.org/obo/UBERON_0001723,0,1
http://purl.obolibrary.org/obo/UBERON_0001724,0,1
http://purl.obolibrary.org/obo/UBERON_0001727,0,1
http://purl.obolibrary.org/obo/UBERON_0001728,0,1
http://purl.obolibrary.org/obo/UBERON_0001729,0,1
http://purl.obolibrary.org/obo/UBERON_0001732,0,1
http://purl.obolibrary.org/obo/UBERON_0001737,0,1
http://purl.obolibrary.org/obo/UBERON_0001738,0,1
http://purl.obolibrary.org/obo/UBERON_0001739,0,1
http://purl.obolibrary.org/obo/UBERON_0001740,0,1
http://purl.obolibrary.org/obo/UBERON_0001744,0,1
http://purl.obolibrary.org/obo/UBERON_0001750,0,1
http://purl.obolibrary.org/obo/UBERON_0001759,0,1
http://purl.obolibrary.org/obo/UBERON_0001760,0,1
http://purl.obolibrary.org/obo/UBERON_0001762,0,1
http://purl.obolibrary.org/obo/UBERON_0001764,0,1
http://purl.obolibrary.org/obo/UBERON_0001766,0,1
http://purl.obolibrary.org/obo/UBERON_0001768,0,1
http://purl.obolibrary.org/obo/UBERON_0001769,0,1
http://purl.obolibrary.org/obo/UBERON_0001771,0,1
http://purl.obolibrary.org/obo/UBERON_0001772,0,1
http://purl.obolibrary.org/obo/UBERON_0001773,0,1
http://purl.obolibrary.org/obo/UBERON_0001775,0,1
http://purl.obolibrary.org/obo/UBERON_0001776,0,1
http://purl.obolibrary.org/obo/UBERON_0001777,0,1
http://purl.obolibrary.org/obo/UBERON_0001780,0,1
http://purl.obolibrary.org/obo/UBERON_0001782,0,1
http://purl.obolibrary.org/obo/UBERON_0001783,0,1
http://purl.obolibrary.org/obo/UBERON_0001785,0,1
http://purl.obolibrary.org/obo/UBERON_0001796,0,1
http://purl.obolibrary.org/obo/UBERON_0001798,0,1
http://purl.obolibrary.org/obo/UBERON_0001800,0,1
http://purl.obolibrary.org/obo/UBERON_0001801,0,1
http://purl.obolibrary.org/obo/UBERON_0001802,0,1
http://purl.obolibrary.org/obo/UBERON_0001804,0,1
http://purl.obolibrary.org/obo/UBERON_0001805,0,1
http://purl.obolibrary.org/obo/UBERON_0001806,0,1
http://purl.obolibrary.org/obo/UBERON_0001808,0,1
http://purl.obolibrary.org/obo/UBERON_0001811,0,1
http://purl.obolibrary.org/obo/UBERON_0001814,0,1
http://purl.obolibrary.org/obo/UBERON_0001815,0,1
http://purl.obolibrary.org/obo/UBERON_0001818,0,1
http://purl.obolibrary.org/obo/UBERON_0001820,0,1
http://purl.obolibrary.org/obo/UBERON_0001821,0,1
http://purl.obolibrary.org/obo/UBERON_0001823,0,1
http://purl.obolibrary.org/obo/UBERON_0001824,0,1
http://purl.obolibrary.org/obo/UBERON_0001825,0,1
http://purl.obolibrary.org/obo/UBERON_0001829,0,1
http://purl.obolibrary.org/obo/UBERON_0001830,0,1
http://purl.obolibrary.org/obo/UBERON_0001831,0,1
http://purl.obolibrary.org/obo/UBERON_0001832,0,1
http://purl.obolibrary.org/obo/UBERON_0001837,0,1
http://purl.obolibrary.org/obo/UBERON_0001867,0,1
http://purl.obolibrary.org/obo/UBERON_0001871,0,1
http://purl.obolibrary.org/obo/UBERON_0001872,0,1
http://purl.obolibrary.org/obo/UBERON_0001873,0,1
http://purl.obolibrary.org/obo/UBERON_0001874,0,1
http://purl.obolibrary.org/obo/UBERON_0001875,0,1
http://purl.obolibrary.org/obo/UBERON_0001876,0,1
http://purl.obolibrary.org/obo/UBERON_0001881,0,1
http://purl.obolibrary.org/obo/UBERON_0001882,0,1
http://purl.obolibrary.org/obo/UBERON_0001883,0,1
http://purl.obolibrary.org/obo/UBERON_0001884,0,1
http://purl.obolibrary.org/obo/UBERON_0001885,0,1
http://purl.obolibrary.org/obo/UBERON_0001886,0,1
http://purl.obolibrary.org/obo/UBERON_0001887,0,1
http://purl.obolibrary.org/obo/UBERON_0001890,0,1
http://purl.obolibrary.org/obo/UBERON_0001891,0,1
http://purl.obolibrary.org/obo/UBERON_0001893,0,1
http://purl.obolibrary.org/obo/UBERON_0001894,0,1
http://purl.obolibrary.org/obo/UBERON_0001895,0,1
http://purl.obolibrary.org/obo/UBERON_0001896,0,1
http://purl.obolibrary.org/obo/UBERON_0001898,0,1
http://purl.obolibrary.org/obo/UBERON_0001899,0,1
http://purl.obolibrary.org/obo/UBERON_0001900,0,1
http://purl.obolibrary.org/obo/UBERON_0001904,0,1
http://purl.obolibrary.org/obo/UBERON_0001905,0,1
http://purl.obolibrary.org/obo/UBERON_0001906,0,1
http://purl.obolibrary.org/obo/UBERON_0001907,0,1
http://purl.obolibrary.org/obo/UBERON_0001908,0,1
http://purl.obolibrary.org/obo/UBERON_0001910,0,1
http://purl.obolibrary.org/obo/UBERON_0001911,0,1
http://purl.obolibrary.org/obo/UBERON_0001927,0,1
http://purl.obolibrary.org/obo/UBERON_0001928,0,1
http://purl.obolibrary.org/obo/UBERON_0001929,0,1
http://purl.obolibrary.org/obo/UBERON_0001930,0,1
http://purl.obolibrary.org/obo/UBERON_0001932,0,1
http://purl.obolibrary.org/obo/UBERON_0001934,0,1
http://purl.obolibrary.org/obo/UBERON_0001935,0,1
http://purl.obolibrary.org/obo/UBERON_0001943,0,1
http://purl.obolibrary.org/obo/UBERON_0001944,0,1
http://purl.obolibrary.org/obo/UBERON_0001945,0,1
http://purl.obolibrary.org/obo/UBERON_0001946,0,1
http://purl.obolibrary.org/obo/UBERON_0001947,0,1
http://purl.obolibrary.org/obo/UBERON_0001950,0,1
http://purl.obolibrary.org/obo/UBERON_0001965,0,1
http://purl.obolibrary.org/obo/UBERON_0001966,0,1
http://purl.obolibrary.org/obo/UBERON_0001969,0,1
http://purl.obolibrary.org/obo/UBERON_0001977,0,1
http://purl.obolibrary.org/obo/UBERON_0001979,0,1
http://purl.obolibrary.org/obo/UBERON_0001980,0,1
http://purl.obolibrary.org/obo/UBERON_0001981,0,1
http://purl.obolibrary.org/obo/UBERON_0001982,0,1
http://purl.obolibrary.org/obo/UBERON_0001985,0,1
http://purl.obolibrary.org/obo/UBERON_0001987,0,1
http://purl.obolibrary.org/obo/UBERON_0001989,0,1
http://purl.obolibrary.org/obo/UBERON_0001994,0,1
http://purl.obolibrary.org/obo/UBERON_0001995,0,1
http://purl.obolibrary.org/obo/UBERON_0001996,0,1
http://purl.obolibrary.org/obo/UBERON_0001997,0,1
http://purl.obolibrary.org/obo/UBERON_0001998,0,1
http://purl.obolibrary.org/obo/UBERON_0002005,0,1
http://purl.obolibrary.org/obo/UBERON_0002010,0,1
http://purl.obolibrary.org/obo/UBERON_0002012,0,1
http://purl.obolibrary.org/obo/UBERON_0002013,0,1
http://purl.obolibrary.org/obo/UBERON_0002014,0,1
http://purl.obolibrary.org/obo/UBERON_0002016,0,1
http://purl.obolibrary.org/obo/UBERON_0002017,0,1
http://purl.obolibrary.org/obo/UBERON_0002018,0,1
http://purl.obolibrary.org/obo/UBERON_0002019,0,1
http://purl.obolibrary.org/obo/UBERON_0002020,0,1
http://purl.obolibrary.org/obo/UBERON_0002021,0,1
http://purl.obolibrary.org/obo/UBERON_0002023,0,1
http://purl.obolibrary.org/obo/UBERON_0002028,0,1
http://purl.obolibrary.org/obo/UBERON_0002030,0,1
http://purl.obolibrary.org/obo/UBERON_0002034,0,1
http://purl.obolibrary.org/obo/UBERON_0002037,0,1
http://purl.obolibrary.org/obo/UBERON_0002038,0,1
http://purl.obolibrary.org/obo/UBERON_0002040,0,1
http://purl.obolibrary.org/obo/UBERON_0002043,0,1
http://purl.obolibrary.org/obo/UBERON_0002048,0,1
http://purl.obolibrary.org/obo/UBERON_0002053,0,1
http://purl.obolibrary.org/obo/UBERON_0002054,0,1
http://purl.obolibrary.org/obo/UBERON_0002055,0,1
http://purl.obolibrary.org/obo/UBERON_0002060,0,1
http://purl.obolibrary.org/obo/UBERON_0002061,0,1
http://purl.obolibrary.org/obo/UBERON_0002062,0,1
http://purl.obolibrary.org/obo/UBERON_0002066,0,1
http://purl.obolibrary.org/obo/UBERON_0002067,0,1
http://purl.obolibrary.org/obo/UBERON_0002073,0,1
http://purl.obolibrary.org/obo/UBERON_0002081,0,1
http://purl.obolibrary.org/obo/UBERON_0002082,0,1
http://purl.obolibrary.org/obo/UBERON_0002085,0,1
http://purl.obolibrary.org/obo/UBERON_0002094,0,1
http://purl.obolibrary.org/obo/UBERON_0002097,0,1
http://purl.obolibrary.org/obo/UBERON_0002099,0,1
http://purl.obolibrary.org/obo/UBERON_0002102,0,1
http://purl.obolibrary.org/obo/UBERON_0002106,0,1
http://purl.obolibrary.org/obo/UBERON_0002107,0,1
http://purl.obolibrary.org/obo/UBERON_0002108,0,1
http://purl.obolibrary.org/obo/UBERON_0002110,0,1
http://purl.obolibrary.org/obo/UBERON_0002113,0,1
http://purl.obolibrary.org/obo/UBERON_0002114,0,1
http://purl.obolibrary.org/obo/UBERON_0002115,0,1
http://purl.obolibrary.org/obo/UBERON_0002116,0,1
http://purl.obolibrary.org/obo/UBERON_0002127,0,1
http://purl.obolibrary.org/obo/UBERON_0002128,0,1
http://purl.obolibrary.org/obo/UBERON_0002129,0,1
http://purl.obolibrary.org/obo/UBERON_0002130,0,1
http://purl.obolibrary.org/obo/UBERON_0002134,0,1
http://purl.obolibrary.org/obo/UBERON_0002135,0,1
http://purl.obolibrary.org/obo/UBERON_0002137,0,1
http://purl.obolibrary.org/obo/UBERON_0002139,0,1
http://purl.obolibrary.org/obo/UBERON_0002141,0,1
http://purl.obolibrary.org/obo/UBERON_0002142,0,1
http://purl.obolibrary.org/obo/UBERON_0002145,0,1
http://purl.obolibrary.org/obo/UBERON_0002146,0,1
http://purl.obolibrary.org/obo/UBERON_0002152,0,1
http://purl.obolibrary.org/obo/UBERON_0002156,0,1
http://purl.obolibrary.org/obo/UBERON_0002157,0,1
http://purl.obolibrary.org/obo/UBERON_0002162,0,1
http://purl.obolibrary.org/obo/UBERON_0002165,0,1
http://purl.obolibrary.org/obo/UBERON_0002181,0,1
http://purl.obolibrary.org/obo/UBERON_0002185,0,1
http://purl.obolibrary.org/obo/UBERON_0002186,0,1
http://purl.obolibrary.org/obo/UBERON_0002190,0,1
http://purl.obolibrary.org/obo/UBERON_0002196,0,1
http://purl.obolibrary.org/obo/UBERON_0002197,0,1
http://purl.obolibrary.org/obo/UBERON_0002198,0,1
http://purl.obolibrary.org/obo/UBERON_0002204,0,1
http://purl.obolibrary.org/obo/UBERON_0002205,0,1
http://purl.obolibrary.org/obo/UBERON_0002206,0,1
http://purl.obolibrary.org/obo/UBERON_0002207,0,1
http://purl.obolibrary.org/obo/UBERON_0002219,0,1
http://purl.obolibrary.org/obo/UBERON_0002221,0,1
http://purl.obolibrary.org/obo/UBERON_0002228,0,1
http://purl.obolibrary.org/obo/UBERON_0002236,0,1
http://purl.obolibrary.org/obo/UBERON_0002240,0,1
http://purl.obolibrary.org/obo/UBERON_0002242,0,1
http://purl.obolibrary.org/obo/UBERON_0002250,0,1
http://purl.obolibrary.org/obo/UBERON_0002256,0,1
http://purl.obolibrary.org/obo/UBERON_0002257,0,1
http://purl.obolibrary.org/obo/UBERON_0002264,0,1
http://purl.obolibrary.org/obo/UBERON_0002275,0,1
http://purl.obolibrary.org/obo/UBERON_0002285,0,1
http://purl.obolibrary.org/obo/UBERON_0002286,0,1
http://purl.obolibrary.org/obo/UBERON_0002289,0,1
http://purl.obolibrary.org/obo/UBERON_0002291,0,1
http://purl.obolibrary.org/obo/UBERON_0002294,0,1
http://purl.obolibrary.org/obo/UBERON_0002298,0,1
http://purl.obolibrary.org/obo/UBERON_0002299,0,1
http://purl.obolibrary.org/obo/UBERON_0002303,0,1
http://purl.obolibrary.org/obo/UBERON_0002306,0,1
http://purl.obolibrary.org/obo/UBERON_0002314,0,1
http://purl.obolibrary.org/obo/UBERON_0002316,0,1
http://purl.obolibrary.org/obo/UBERON_0002320,0,1
http://purl.obolibrary.org/obo/UBERON_0002324,0,1
http://purl.obolibrary.org/obo/UBERON_0002336,0,1
