iri,id,name,aka,description
http://purl.obolibrary.org/obo/UBERON_0001284,UBERON_0001284,renal column,column of Bertini; kidney column; renal column of Bertini; renal cortical column; columna Bertini,"A column of tissue that is histologically identical to tissue found in the renal cortex, and which is located in the medullary region of kidney, between the renal pyramids."
http://purl.obolibrary.org/obo/UBERON_0001285,UBERON_0001285,nephron,,"The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP]."
http://purl.obolibrary.org/obo/UBERON_0001287,UBERON_0001287,proximal convoluted tubule,proximal convoluted renal tubule; tubulus contortus proximalis,The proximal convoluted tubule is the most proximal portion of the proximal tubule and extends from the glomerular capsule to the proximal straight tubule.
http://purl.obolibrary.org/obo/UBERON_0001288,UBERON_0001288,loop of Henle,ansa nephroni; Henle loop; Henle's loop,"The section of the renal tubule in the kidney medulla with a hairpin bend; consists of a descending limb and an ascending limb, and is situated between the proximal convoluted tubule to the distal convoluted tubule; it functions to reabsorb water and ions from the urine."
http://purl.obolibrary.org/obo/UBERON_0001289,UBERON_0001289,descending limb of loop of Henle,descending limb of Henle's loop; loop of Henle descending limb,"The portion of the renal tubule that constitutes the proximal part of the loop of Henle, has low permeability to ions and urea, and is highly permeable to water; it consists of an initial short thick segment lined by low simple cuboidal epithelium and a long thin segment lined by simple squamous epithelium; however, this distinction is not as important physiologically as in the ascending limb, so often the two are treated as one structure."
http://purl.obolibrary.org/obo/UBERON_0001290,UBERON_0001290,proximal straight tubule,S3; thick descending limb of proximal tubule; tubulus rectus proximalis,The proximal straight tubule is the part of the descending limb that extends from the proximal convoluted tubule to the descending thin tubule.
http://purl.obolibrary.org/obo/UBERON_0001291,UBERON_0001291,thick ascending limb of loop of Henle,ascending thick limb; distal straight tubule; loop of Henle ascending limb thick segment; straight portion of distal convoluted renal tubule; straight portion of distal convoluted tubule; thick ascending limb; thick ascending limb of distal tubule; thick ascending limb of Henle's loop; tubulus rectus distalis,The distal sub-portion of the ascending loop of Henle which is lined by simple cuboidal epithelium and enters the renal cortex to empty a hypotonic filtrate into the distal convoluted tubule.
http://purl.obolibrary.org/obo/UBERON_0001292,UBERON_0001292,distal convoluted tubule,distal convoluted renal tubule; tubulus contortus distalis,"The first segment of the nephron lying just downstream from the loop of Henle, immediately after the macula densa."
http://purl.obolibrary.org/obo/UBERON_0001293,UBERON_0001293,outer medulla of kidney,outer renal medulla; outer zone of medulla of kidney; outer zone of renal medulla; renal outer medulla; zona externa (medullaris renalis); zona externa medullae renalis,The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla[GO].
http://purl.obolibrary.org/obo/UBERON_0001294,UBERON_0001294,inner medulla of kidney,inner renal medulla; inner zone of medulla of kidney; inner zone of renal medulla; renal inner medulla; set of inner region of renal pyramids; zona interna (medullaris renalis); zona interna medullae renalis,Innermost region of the mammalian kidney.
http://purl.obolibrary.org/obo/UBERON_0001552,UBERON_0001552,kidney arcuate artery,renal arcuate artery,One of the curved arteries at the corticomedullary border of the kidney that arise from the interlobar arteries and give rise to the interlobular arteries.
http://purl.obolibrary.org/obo/UBERON_0002015,UBERON_0002015,kidney capsule,capsula fibrosa renis; capsule of kidney; fibrous capsule of kidney; renal capsule,The tough fibrous layer surrounding the kidney which is covered in a thick layer of perirenal adipose tissue that functions to provide some protection from trauma and damage.
http://purl.obolibrary.org/obo/UBERON_0002113,UBERON_0002113,kidney,,"A paired organ of the urinary tract that produces urine and maintains bodily fluid homeostasis, blood pressure, pH levels, red blood cell production and skeleton mineralization."
http://purl.obolibrary.org/obo/UBERON_0002189,UBERON_0002189,outer cortex of kidney,kidney outer cortex; outer renal cortex,outer cortex of kidney
http://purl.obolibrary.org/obo/UBERON_0002303,UBERON_0002303,juxtaglomerular apparatus,complexus juxtaglomerularis; juxtaglomerular complex,"An anatomical structure which consists of juxtaglomerular cells, extraglomerular mesangial cells and the macula densa. The juxtaglomerular apparatus lies adjacent to the glomerulus and regulates kidney function by maintaining the blood flow to the kidney and the filtration rate[GO]. a microscopic structure in the kidney, which regulates the function of each nephron. The juxtaglomerular apparatus is named for its proximity to the glomerulus: it is found between the vascular pole of the renal corpuscle and the returning distal convoluted tubule of the same nephron. This location is critical to its function in regulating renal blood flow and glomerular filtration rate. The three cellular components of the apparatus are the macula densa, extraglomerular mesangial cells, and juxtaglomerular cells (also known as granular cells)[WP]."
http://purl.obolibrary.org/obo/UBERON_0002319,UBERON_0002319,mesangium,,"The inner layer of the glomerulus, within the basement membrane surrounding the glomerular capillaries."
http://purl.obolibrary.org/obo/UBERON_0002320,UBERON_0002320,glomerular mesangium,,"A thin membrane which helps to support the capillary loops in a renal glomerulus. It is connective tissue composed of mesangial cells - myofibroblasts phenotypically related to vascular smooth muscle cells (muscle, smooth, vascular), phagocytes and the mesangial extracellular matrix."
http://purl.obolibrary.org/obo/UBERON_0002335,UBERON_0002335,macula densa,,The macula densa is an area of specialized cells in the distal tubule that makes contact with the vascular pole of the glomerulus[GO].
http://purl.obolibrary.org/obo/UBERON_0003455,UBERON_0003455,inner renal medulla loop of Henle,"kidney inner medulla loop of Henle; loop of Henle, inner medullary portion",A loop of Henle that is part of a inner medulla of kidney [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003517,UBERON_0003517,kidney blood vessel,blood vessel of kidney; renal blood vessel,A blood vessel that is part of a kidney [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003527,UBERON_0003527,kidney capillary,blood capillary of kidney; capillary of kidney; capillary vessel of kidney; kidney blood capillary; kidney capillary vessel; renal capillary,A capillary that is part of a kidney [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003644,UBERON_0003644,kidney arterial blood vessel,,An arterial blood vessel that is part of a kidney [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004100,UBERON_0004100,renal collecting system,collecting duct system; kidney collecting duct system,"The collecting duct system of the kidney consists of a series of tubules and ducts that connect the nephrons to the ureter. It participates in electrolyte and fluid balance through reabsorption and excretion, processes regulated by the hormones aldosterone and antidiuretic hormone."
http://purl.obolibrary.org/obo/UBERON_0004134,UBERON_0004134,proximal tubule,kidney proximal tubule; proximal kidney tubule; renal proximal tubule,"In mammals, the proximal tubule is a nephron tubule that connects Bowman's capsule to the loop of Henle. It has a brush border epithelial morphology[GO]."
http://purl.obolibrary.org/obo/UBERON_0004135,UBERON_0004135,distal tubule,kidney distal tubule; renal distal tubule,The distal tubule is a nephron tubule that consists of the distal convoluted tubule and distal straight tubule segments.
http://purl.obolibrary.org/obo/UBERON_0004136,UBERON_0004136,intermediate tubule,renal intermediate tubule; tubulus attenuatus,The intermediate tubule is a nephron tubule that lies between the proximal and distal tubules.
http://purl.obolibrary.org/obo/UBERON_0004188,UBERON_0004188,glomerular epithelium,epithelium of glomerulus; epithelium of kidney glomerulus; epithelium of renal glomerulus; kidney glomerular epithelium,The glomerular epithelium is an epithelial tissue that covers the outer surfaces of the glomerulus. The glomerular epithelium consists of both parietal and visceral epithelium. Metanephric glomerular parietal epithelial cells are specialized epithelial cells that form tight junctions as a barrier to protein transport. A metanephric glomerular visceral epithelial cell is a specialized epithelial cell that contains 'feet' that interdigitate with the 'feet' of other glomerular epithelial cells in the metanephros.
http://purl.obolibrary.org/obo/UBERON_0004189,UBERON_0004189,glomerular endothelium,endothelium of renal glomerulus; renal glomerulus endothelium,The glomerular endothelium is an epithelial tissue that covers the internal surfaces of the glomerulus.
http://purl.obolibrary.org/obo/UBERON_0004190,UBERON_0004190,renal glomerulus vasculature,glomerulus vasculature; renal glomerulus vascular network; renal glomerulus vasculature; vascular network of renal glomerulus; vasculature of renal glomerulus,The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus.
http://purl.obolibrary.org/obo/UBERON_0004193,UBERON_0004193,loop of Henle ascending limb thin segment,ascending limb thin segment of loop of Henle; ascending thin limb; pars ascendens (tubulus attenuatus); thin ascending limb; thin ascending limb of loop of Henle,A sub-portion of the loop of Henle in the nephron of the kidney that is permeable to ions but not to water.
http://purl.obolibrary.org/obo/UBERON_0004196,UBERON_0004196,proximal convoluted tubule segment 1,proximal tubule segment 1; S1 portion of renal tubule; S1 portion of tubule; segment 1 of proximal tubule,The S1 portion is the initial portion of the proximal convoluted tubule and is responsible for avid reabsorption of water and solutes[GO].
http://purl.obolibrary.org/obo/UBERON_0004197,UBERON_0004197,proximal convoluted tubule segment 2,proximal tubule segment 2; S2 portion of renal tubule; S2 portion of tubule; segment 2 of proximal tubule,The S2 portion of the tubule is involved in reabsorption of water and sodium chloride[GO].
http://purl.obolibrary.org/obo/UBERON_0004200,UBERON_0004200,kidney pyramid,Malpighian pyramid; renal pyramid,Kidney pyramids are the conical arrangements of tubules that constitute the renal medulla in a multi-lobed mammalian kidney; they contain the loops of Henle and the medullary collecting ducts.
http://purl.obolibrary.org/obo/UBERON_0004201,UBERON_0004201,kidney outer medulla inner stripe,inner stripe; inner stripe of medulla of kidney; inner stripe of outer medulla; inner stripe of renal medulla; outer medulla inner stripe; stria interna medullae renalis,"The inner stripe is a deep, centrally located portion of the renal outer medulla and is traversed by thick and thin portions of nephron tubules."
http://purl.obolibrary.org/obo/UBERON_0004202,UBERON_0004202,kidney outer medulla outer stripe,outer medulla outer stripe; outer stripe; outer stripe of medulla of kidney; outer stripe of outer medulla; outer stripe of renal medulla; stria externa medullae renalis,The outer stripe is the region of the kidney that lies distal to the line of termination of the straight renal tubules.
http://purl.obolibrary.org/obo/UBERON_0004203,UBERON_0004203,cortical collecting duct,kidney cortex collecting duct,The cortical collecting duct is the portion of the collecting duct that resides in the renal cortex.
http://purl.obolibrary.org/obo/UBERON_0004204,UBERON_0004204,outer medullary collecting duct,kidney outer medulla collecting duct; outer renal medulla collecting duct,The outer medullary collecting duct is the portion of the collecting duct that lies in the renal outer medulla.
http://purl.obolibrary.org/obo/UBERON_0004205,UBERON_0004205,inner medullary collecting duct,inner renal medulla collecting duct; kidney inner medulla collecting duct,The inner medullary collecting duct is the portion of the collecting duct that lies in the renal inner medulla.
http://purl.obolibrary.org/obo/UBERON_0004211,UBERON_0004211,nephron epithelium,epithelial tissue of nephron; epithelium of nephron; nephron epithelial tissue,The nephron epithelium is a tissue that covers the surface of a nephron.
http://purl.obolibrary.org/obo/UBERON_0004212,UBERON_0004212,glomerular capillary,blood capillary of renal glomerulus; capillary of renal glomerulus; capillary vessel of renal glomerulus; renal glomerulus blood capillary; renal glomerulus capillary; renal glomerulus capillary vessel,The small branching blood vessels in the kidney glomerulus that receives blood from the kidney afferent arterioles; these capillaries are under high pressure for filtering within the glomerulus.
http://purl.obolibrary.org/obo/UBERON_0004294,UBERON_0004294,glomerular capillary endothelium,renal glomerulus capillary endothelium,An endothelium that is part of a glomerular capillary.
http://purl.obolibrary.org/obo/UBERON_0004639,UBERON_0004639,renal afferent arteriole,afferent arteriole; afferent glomerular arteriole; afferent glomerular arteriole of kidney; kidney afferent arteriole; arteriola glomerularis afferens renis,"The blood vessels that branch from the kidney interlobular artery, convey blood to the glomerular capillaries, and play an important role in the regulation of blood pressure as a part of the tubuloglomerular feedback mechanism."
http://purl.obolibrary.org/obo/UBERON_0004640,UBERON_0004640,renal efferent arteriole,efferent arteriole; efferent glomerular arteriole; efferent glomerular arteriole of kidney; kidney efferent arteriole; arteriola glomerularis efferens renis,The blood vessels that convey blood from the glomerulocapillary network to the capillary bed of the proximal convoluted tubule.
http://purl.obolibrary.org/obo/UBERON_0004719,UBERON_0004719,kidney arcuate vein,arciform vein of kidney; arcuate vein of kidney; renal arcuate vein; venae arcuatae renis,"Any of the veins that parallel the arcuate arteries, receive blood from the interlobular veins and straight venules, and terminate in the interlobar veins."
http://purl.obolibrary.org/obo/UBERON_0004723,UBERON_0004723,interlobular artery,interlobular renal artery; kidney interlobular artery,"The branches of the arcuate arteries of the kidney that radiate outward throught the renal columns and supply the glomeruli[MP]. The first set of renal bloodvessels, the interlobular arteries (or cortical radiate arteries, or cortical radial arteries), are given off at right angles from the side of the arcuate arteries looking toward the cortical substance, and pass directly outward between the medullary rays to reach the fibrous tunic, where they end in the capillary network of this part. These vessels do not anastomose with each other, but form what are called end-arteries. In their outward course they give off lateral branches; these are the afferent vessels for the renal corpuscles; they enter the capsule, and end in the glomerulus. From each tuft the corresponding efferent vessel arises, and, having made its egress from the capsule near to the point where the afferent vessel enters, breaks up into a number of branches, which form a dense plexus within Bowman's capsule."
http://purl.obolibrary.org/obo/UBERON_0004819,UBERON_0004819,kidney epithelium,epithelial tissue of kidney; epithelium of kidney; kidney epithelial tissue,The cellular avascular layer of the kidney luminar surfaces.
http://purl.obolibrary.org/obo/UBERON_0005096,UBERON_0005096,descending thin limb,descending thin limb of loop of Henle; loop of Henle descending thin limb; loop of Henle thin descending limb; pars descendens (tubulus attenuatus); thin descending limb,The descending thin limb is a part of the loop of Henle situated just after the proximal straight tubule (S3). It extends to the tip of the loop of Henle[GO].
http://purl.obolibrary.org/obo/UBERON_0005097,UBERON_0005097,renal connecting tubule,connecting tubule; kidney connecting tubule,The connecting tubule is a tubular segment of the nephron; it connects the distal convoluted tubule to the collecting duct[GO].
http://purl.obolibrary.org/obo/UBERON_0005099,UBERON_0005099,short descending thin limb,,The short descending thin limb is the descending thin limb of a short nephron that has a squamous epithelial morphology[GO].
http://purl.obolibrary.org/obo/UBERON_0005164,UBERON_0005164,ascending limb of loop of Henle,ascending limb of Henle's loop; loop of Henle ascending limb,The distal part of the loop of Henle that is impermeable to water and actively pumps sodium out of the filtrate to generate the hypertonic interstitium that drives countercurrent exchange; it consists of an initial very thin segment lined by simple squamous epithelium followed by a distal thick segment lined by simple cuboidal epithelium[MP].
http://purl.obolibrary.org/obo/UBERON_0005168,UBERON_0005168,renal interlobular vein,interlobular vein; venae interlobulares renis,"Any of the veins that parallel the interlobular arteries, receiving blood from the peritubular capillary plexus and empty into the arcuate veins."
http://purl.obolibrary.org/obo/UBERON_0005215,UBERON_0005215,kidney interstitium,interstitial tissue of kidney; renal interstitial tissue; renal interstitium; renal stroma; stroma of kidney,"The interstitial compartment of the kidney, comprising the extravascular intertubular spaces of the renal parenchyma, with their attendant cellular elements and extracellular substances, bounded on all sides by epithelial and vascular basement membranes."
http://purl.obolibrary.org/obo/UBERON_0005271,UBERON_0005271,juxtamedullary cortex,inner cortex of kidney; inner renal cortex; juxtamedullary cortex of kidney,The part of the renal cortex nearest to the medulla.
http://purl.obolibrary.org/obo/UBERON_0005272,UBERON_0005272,peritubular capillary,,"The tiny blood vessels that receive blood from the efferent arterioles of the glomerulus, and interact with superficial cortical nephrons allowing reabsorption and secretion between blood and the inner lumen of the nephron; peritubular capillaries are situated around the tubule and are at low pressure."
http://purl.obolibrary.org/obo/UBERON_0005750,UBERON_0005750,glomerular parietal epithelium,Bowman's parietal epithelium; capsular epithelium; glomerular capsule parietal layer; outer layer of glomerular capsule; parietal capsular epithelium; parietal epithelial layer; parietal epithelium of Bowman's capsule; parietal layer of Bowman capsule; parietal layer of Bowman's capsule; parietal layer of glomerular capsule; renal glomerular capsule epithelium,A single layer of simple squamous epithelium in the glomerular capsule. Does not function in filtration[UBERON]. outer layer of the glomerular capsule composed of a single layer of simple squamous epithelium[MP].
http://purl.obolibrary.org/obo/UBERON_0005751,UBERON_0005751,glomerular visceral epithelium,Bowman's visceral epithelium; glomerular capsule visceral layer; inner epithelial layer of Bowman's capsule; podocyte layer of Bowman's capsule; visceral epithelium of Bowman's capsule; visceral layer of Bowman's capsule; visceral layer of glomerular capsule,"The inner (visceral) layer of the renal glomerular capsule, overlying the capillaries, composed of podocytes, and separated from the outer (parietal) layer by the capsular (Bowman's) space[BTO]. This epithelial layer is superficially adjacent to the thickened glomerular basement membrane and is made of podocytes. Beneath the visceral layer lie the glomerular capillaries[WP]. This inner epithelial layer of the glomerular capsule surrounds the capillary endothelial cells and is composed of highly specialized epithelial cells (podocytes) that are separated by filtration slits; the inner visceral layer is separated from the outer parietal layer by the urinary space (also known as the Bowman's or capsular space)[MP]."
http://purl.obolibrary.org/obo/UBERON_0006517,UBERON_0006517,kidney calyx,calices renales; renal calix; renal calyx,"Recesses of the kidney pelvis which divides into two wide, cup-shaped major renal calices, with each major calix subdivided into 7 to 14 minor calices. Urine empties into a minor calix from collecting tubules, then passes through the major calix, renal pelvis, and ureter to enter the urinary bladder. (From Moore, Clinically Oriented Anatomy, 3d ed, p211)."
http://purl.obolibrary.org/obo/UBERON_0006534,UBERON_0006534,renal convoluted tubule,convoluted tubule; kidney convoluted tubule,"Any region of a nephron tubule that is convoluted. Examples: distal convoluted tubule, proximal convoluted tuble."
http://purl.obolibrary.org/obo/UBERON_0006542,UBERON_0006542,outer medulla outer stripe loop of Henle,,A loop of Henle that is part of a kidney outer medulla outer stripe.
http://purl.obolibrary.org/obo/UBERON_0006544,UBERON_0006544,kidney vasculature,,A vasculature that is part of a kidney.
http://purl.obolibrary.org/obo/UBERON_0006853,UBERON_0006853,renal cortex tubule,kidney cortex tubule,A region of nephron tubule that is part of a cortex of kidney.
http://purl.obolibrary.org/obo/UBERON_0007684,UBERON_0007684,uriniferous tubule,,"Functional unit of the kidney that forms urine, consisting of two parts, the nephron and the collecting tubule."
http://purl.obolibrary.org/obo/UBERON_0007685,UBERON_0007685,region of nephron tubule,renal tubule region,region of nephron tubule
http://purl.obolibrary.org/obo/UBERON_0008716,UBERON_0008716,hilum of kidney,hilar area of the kidney; renal hilum,An opening on medial margin of the kidney leading into the renal sinus. he renal vessels enter/leave the kidney at the hilum; the renal pelvis leaves the kidney at the hilum.
http://purl.obolibrary.org/obo/UBERON_0008987,UBERON_0008987,renal parenchyma,parenchyma of kidney,"The functional tissue of the kidney, consisting of the nephrons."
http://purl.obolibrary.org/obo/UBERON_0009035,UBERON_0009035,renal straight tubule,kidney straight tubule; straight tubule,"Any region of a nephron tubule that is straight. Examples: distal convoluted tubule, proximal convoluted tuble."
http://purl.obolibrary.org/obo/UBERON_0009095,UBERON_0009095,tip of renal papilla,papillary tip; papillary tips,tip of renal papilla
http://purl.obolibrary.org/obo/UBERON_0009883,UBERON_0009883,medullary ray,Ferrein's pyramid; kidney medullary ray; renal medullary ray,"A renal, cortical lobule, consisting of the ascending or descending limbs of the loop of Henle or of the collecting tubules; medullary rays are regions where parallel arrays of straight tubules travel perpendicular to the capsule and extend from the cortex to the medulla."
http://purl.obolibrary.org/obo/UBERON_0010181,UBERON_0010181,straight venules of kidney,set of straight venules of kidney; venulae rectae of kidney; venulae rectae renis,"The straight venules of kidney are branches from the plexuses at the apices of the medullary pyramids, formed by the terminations of the arteriae rectae. They run outward in a straight course between the tubes of the medullary substance, and joining, as above stated, the interlobular veins, form venous arcades; these in turn unite and form veins which pass along the sides of the pyramids. Contains fenestrated capillaries."
http://purl.obolibrary.org/obo/UBERON_0012441,UBERON_0012441,endothelium of peritubular capillary,peritubular capillary endothelium,An endothelium that is part of a peritubular capillary.
http://purl.obolibrary.org/obo/UBERON_0014401,UBERON_0014401,renal venous blood vessel,kidney venous blood vessel; venous blood vessel of kidney,Any member of the network of tubes that return blood from the renal tissues to the systemic circulation.
http://purl.obolibrary.org/obo/UBERON_0034884,UBERON_0034884,juxtaglomerular arteriole,,juxtaglomerular arteriole
http://purl.obolibrary.org/obo/UBERON_0034996,UBERON_0034996,outer renal medulla loop of Henle,"loop of Henle, outer medullary portion",outer renal medulla loop of Henle
http://purl.obolibrary.org/obo/UBERON_0034997,UBERON_0034997,renal medulla loop of Henle,"loop of Henle of renal medulla; loop of Henle, medullary portion",renal medulla loop of Henle
http://purl.obolibrary.org/obo/UBERON_8410073,UBERON_8410073,medullary region of kidney,kidney medullary region,A part of the kidney that comprises kidney pyramids and renal columns.
http://purl.obolibrary.org/obo/UBERON_8600036,UBERON_8600036,kidney loop of Henle long descending thin limb outer medulla,long descending limb of the loop of Henle in the outer medulla,A section of the long descending thin limb of the loop of Henle that is part of the outer medulla of the kidney.
http://purl.obolibrary.org/obo/UBERON_8600037,UBERON_8600037,kidney loop of Henle long descending thin limb inner medulla,long descending limb of the loop of Henle in the inner medulla,A section of the long descending thin limb of the loop of Henle that is part of the inner medulla of the kidney.
