source,target,rank,score
UBERON_0007684,M0012025,1,0.9024102128740522
UBERON_0007684,M0014633,2,0.8253324664808066
UBERON_0007684,M0012026,3,0.8396512664598171
UBERON_0007685,M0012025,1,0.8641351083281671
UBERON_0007685,M0014633,2,0.8120297036556705
UBERON_0007685,M0012028,3,0.8069637272050193
UBERON_0008716,M0012023,1,0.7159981024363927
UBERON_0008716,M0012012,2,0.6412637178284383
UBERON_0008716,M0012019,3,0.6623436251163055
UBERON_0008987,M0012006,1,0.7040152727206759
UBERON_0008987,M0012019,2,0.7312099554715351
UBERON_0008987,M0012012,3,0.74011068838677
UBERON_0009035,M0012028,1,0.8527946361065197
UBERON_0009035,M0012025,2,0.8308132022311503
UBERON_0009035,M0012027,3,0.8055191005633676
UBERON_0009095,M0012010,1,0.66176635788368
UBERON_0009095,M0012019,2,0.678617836586286
UBERON_0009095,M0012023,3,0.6754541802928383
UBERON_0009883,M0012025,1,0.6879772223389907
UBERON_0009883,M0012026,2,0.6978147806330681
UBERON_0009883,M0012019,3,0.7683699117519943
UBERON_0010181,M0012019,1,0.6697152586270116
UBERON_0010181,M0012025,2,0.6633231219013098
UBERON_0010181,M0012010,3,0.6706069551260752
UBERON_0012441,M0012012,1,0.6684376772492149
UBERON_0012441,M0012028,2,0.6700169976327941
UBERON_0012441,M0014633,3,0.6510471721078958
UBERON_0014401,M0012006,1,0.6110075919410193
UBERON_0014401,M0014633,2,0.6104261083811614
UBERON_0014401,M0012025,3,0.6326456985248631
UBERON_0034884,M0011890,1,0.854756690924832
UBERON_0034884,M0012018,2,0.7013909628770912
UBERON_0034884,M0009299,3,0.6560993070758098
UBERON_0034996,M0012691,1,0.911384664254473
UBERON_0034996,M0012019,2,0.7150368221741812
UBERON_0034996,M0012028,3,0.7150377002774997
UBERON_0034997,M0012691,1,0.9334904639004202
UBERON_0034997,M0012019,2,0.7738096401640309
UBERON_0034997,M0012028,3,0.7386918776098425
UBERON_8410073,M0012019,1,0.908165378400118
UBERON_8410073,M0012006,2,0.7337124048264431
UBERON_8410073,M0012012,3,0.7306819658085261
UBERON_8600036,M0012691,1,0.8917955064080353
UBERON_8600036,M0012028,2,0.7460563749041967
UBERON_8600036,M0012025,3,0.7287684938466112
UBERON_8600037,M0012691,1,0.8995462550420573
UBERON_8600037,M0012025,2,0.7385930355805838
UBERON_8600037,M0012028,3,0.7304489076251742
