subject_id,subject_label,predicate_id,object_id,object_label,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0000170,pair of lungs,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012740,Lung,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000178,blood,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002669,Blood,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000209,tetrapod frontal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008846,Frontal Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000210,tetrapod parietal bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015953,Parietal Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000211,ligament,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012506,Ligaments,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011572,Intestinal Mucosa,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015326,Ophthalmic Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000349,limbic system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012518,Limbic System,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012019,Kidney Medulla,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000369,corpus striatum,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005212,Corpus Striatum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000375,mandibular nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012981,Mandibular Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000377,maxillary nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013135,Maxillary Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000381,urinary bladder detrusor smooth muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002628,Urinary Bladder,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000388,epiglottis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007562,Epiglottis,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000389,lens cortex,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012345,"Lens Cortex, Crystalline","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000390,lens nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012350,"Lens Nucleus, Crystalline","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000423,eccrine sweat gland,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0006956,Eccrine Glands,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000435,lateral tuberal nucleus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010932,"Hypothalamic Area, Lateral","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000458,endocervix,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003947,Cervix Uteri,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000473,testis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021193,Testis,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000474,female reproductive system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009161,"Genitalia, Female","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000569,ileocecal valve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011026,Ileocecal Valve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000933,chordate pharyngeal muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016480,Pharyngeal Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000945,stomach,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020540,Stomach,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000946,cardiac valve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009974,Heart Valves,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000947,aorta,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001539,Aorta,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000948,heart,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009936,Heart,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000950,gracilis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M000616163,Gracilis Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000955,brain,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002865,Brain,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000956,cerebral cortex,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003878,Cerebral Cortex,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000959,optic chiasma,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015353,Optic Chiasm,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000964,cornea,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005176,Cornea,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000965,lens of camera-type eye,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012351,"Lens, Crystalline","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000966,retina,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018939,Retina,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000970,eye,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008082,Eye,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000975,sternum,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020518,Sternum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000976,humerus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010654,Humerus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000979,tibia,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0021510,Tibia,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000981,femur,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008317,Femur,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011865,Joints,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000985,axillary vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002050,Axillary Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000988,pons,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0017282,Pons,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000990,reproductive system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009158,Genitalia,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000991,gonad,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009550,Gonads,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000992,ovary,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015596,Ovary,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000995,uterus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022439,Uterus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000996,vagina,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022473,Vagina,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019639,Seminal Vesicles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0000999,ejaculatory duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007146,Ejaculatory Ducts,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001003,skin epidermis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007554,Epidermis,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001004,respiratory system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018913,Respiratory System,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001007,digestive system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0006371,Digestive System,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001008,renal system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022372,Urinary Tract,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001013,adipose tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0000425,Adipose Tissue,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001015,musculature,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014247,Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001016,nervous system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014665,Nervous System,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001017,central nervous system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003801,Central Nervous System,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001021,nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016349,Peripheral Nerves,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001042,chordate pharynx,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016486,Pharynx,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001043,esophagus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007761,Esophagus,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001051,hypopharynx,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010914,Hypopharynx,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001052,rectum,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018661,Rectum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001064,ventral pancreatic duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015796,Pancreatic Ducts,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001070,external carotid artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003544,"Carotid Artery, External","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001072,posterior vena cava,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022584,"Vena Cava, Inferior","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001092,vertebral bone 1,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001913,Cervical Atlas,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001093,vertebral bone 2,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002051,"Axis, Cervical Vertebra","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001094,sacral vertebra,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019340,Sacrum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001095,caudal vertebra,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004681,Coccyx,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001100,pectoralis minor,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016081,Pectoralis Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001105,clavicle bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004545,Clavicle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001111,intercostal muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011485,Intercostal Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001112,latissimus dorsi muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0579783,Superficial Back Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001129,subscapularis muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0025841,Rotator Cuff,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001130,vertebral column,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020332,Spine,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001133,cardiac muscle tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014344,Myocardium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001134,skeletal muscle tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0027725,"Muscle, Skeletal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001135,smooth muscle tissue,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014245,"Muscle, Smooth","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001140,renal vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018775,Renal Veins,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001143,hepatic vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010203,Hepatic Veins,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001148,median nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0013191,Median Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001152,cystic duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0005550,Cystic Duct,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001153,caecum,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003712,Cecum,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001154,vermiform appendix,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001611,Appendix,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001155,colon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004808,Colon,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001156,ascending colon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0443760,"Colon, Ascending","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0443761,"Colon, Transverse","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0443762,"Colon, Descending","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019835,"Colon, Sigmoid","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001173,biliary tree,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002490,Biliary Tract,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001174,common bile duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004860,Common Bile Duct,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001175,common hepatic duct,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010197,"Hepatic Duct, Common","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001182,superior mesenteric artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026596,"Mesenteric Artery, Superior","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001183,inferior mesenteric artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026595,"Mesenteric Artery, Inferior","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001184,renal artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018769,Renal Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001192,left gastric artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M000640738,Gastric Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001193,hepatic artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0010196,Hepatic Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001194,splenic artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020367,Splenic Artery,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012023,Kidney Pelvis,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012012,Kidney Cortex,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012019,Kidney Medulla,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001231,nephron tubule,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012025,Kidney Tubules,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001232,collecting duct of renal tubule,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012026,"Kidney Tubules, Collecting","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001242,intestinal mucosa,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011572,Intestinal Mucosa,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001245,anus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001526,Anal Canal,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001255,urinary bladder,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0002628,Urinary Bladder,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001264,pancreas,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015790,Pancreas,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001267,femoral nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008315,Femoral Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0016100,Pelvic Bones,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001273,ilium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011033,Ilium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001274,ischium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011735,Ischium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001275,pubis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0018084,Pubic Bone,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001277,intestinal epithelium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011572,Intestinal Mucosa,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001285,nephron,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014633,Nephrons,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001287,proximal convoluted tubule,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012028,"Kidney Tubules, Proximal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001288,loop of Henle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012691,Loop of Henle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001289,descending limb of loop of Henle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012691,Loop of Henle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001292,distal convoluted tubule,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012027,"Kidney Tubules, Distal","",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001295,endometrium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007416,Endometrium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001296,myometrium,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014357,Myometrium,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001305,ovarian follicle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0009571,Ovarian Follicle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001310,umbilical artery,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022245,Umbilical Arteries,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001322,sciatic nerve,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019524,Sciatic Nerve,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001350,coccyx,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0004681,Coccyx,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001360,deep circumflex iliac vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011032,Iliac Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001361,femoral vein,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0008316,Femoral Vein,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001367,external anal sphincter,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0001526,Anal Canal,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001374,biceps femoris,skos:exactMatch,http://id.nlm.nih.gov/mesh/M000611429,Hamstring Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001375,semitendinosus,skos:exactMatch,http://id.nlm.nih.gov/mesh/M000611429,Hamstring Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001377,quadriceps femoris,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0483163,Quadriceps Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001378,rectus femoris,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0483163,Quadriceps Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001379,vastus lateralis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0483163,Quadriceps Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001380,vastus medialis,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0483163,Quadriceps Muscle,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001381,semimembranosus muscle,skos:exactMatch,http://id.nlm.nih.gov/mesh/M000611429,Hamstring Muscles,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001384,primary motor cortex,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0014112,Motor Cortex,"",semapv:LogicalReasoning
http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0027725,"Muscle, Skeletal","",semapv:LogicalReasoning
