iri,id,name,aka,description
http://id.nlm.nih.gov/mesh/M0001402,M0001402,Antigen-Presenting Cells,Antigen Presenting Cells,"A heterogeneous group of immunocompetent cells that mediate the cellular immune response by processing and presenting antigens to the T-cells. Traditional antigen-presenting cells include MACROPHAGES; DENDRITIC CELLS; LANGERHANS CELLS; and B-LYMPHOCYTES. FOLLICULAR DENDRITIC CELLS are not traditional antigen-presenting cells, but because they hold antigen on their cell surface in the form of IMMUNE COMPLEXES for B-cell recognition they are considered so by some authors."
http://id.nlm.nih.gov/mesh/M0001526,M0001526,Anal Canal,,"The terminal segment of the LARGE INTESTINE, beginning from the ampulla of the RECTUM and ending at the anus."
http://id.nlm.nih.gov/mesh/M0001539,M0001539,Aorta,Aortas,The main trunk of the systemic arteries.
http://id.nlm.nih.gov/mesh/M0001541,M0001541,"Aorta, Abdominal","Abdominal Aortas; Aortas, Abdominal",The aorta from the DIAPHRAGM to the bifurcation into the right and left common iliac arteries.
http://id.nlm.nih.gov/mesh/M0001542,M0001542,"Aorta, Thoracic",,"The portion of the descending aorta proceeding from the arch of the aorta and extending to the DIAPHRAGM, eventually connecting to the ABDOMINAL AORTA."
http://id.nlm.nih.gov/mesh/M0001548,M0001548,Aortic Bodies,"Aortic Body; Bodies, Aortic; Body, Aortic",Small clusters of chemoreceptive and supporting cells located near the ARCH OF THE AORTA; the PULMONARY ARTERIES; and the CORONARY ARTERIES. The aortic bodies sense PH; CARBON DIOXIDE; and OXYGEN concentrations in the BLOOD and participate in the control of RESPIRATION. The aortic bodies should not be confused with the PARA-AORTIC BODIES in the abdomen (which are sometimes also called aortic bodies).
http://id.nlm.nih.gov/mesh/M0001553,M0001553,Aortic Valve,"Aortic Valves; Valve, Aortic; Valves, Aortic",The valve between the left ventricle and the ascending aorta which prevents backflow into the left ventricle.
http://id.nlm.nih.gov/mesh/M0001590,M0001590,Apocrine Glands,"Apocrine Gland; Gland, Apocrine; Glands, Apocrine","Large, branched, specialized sweat glands that empty into the upper portion of a HAIR FOLLICLE instead of directly onto the SKIN."
http://id.nlm.nih.gov/mesh/M0001611,M0001611,Appendix,,A worm-like blind tube extension from the CECUM.
http://id.nlm.nih.gov/mesh/M0001636,M0001636,Aqueous Humor,"Aqueous Humors; Humor, Aqueous; Humors, Aqueous","The clear, watery fluid which fills the anterior and posterior chambers of the eye. It has a refractive index lower than the crystalline lens, which it surrounds, and is involved in the metabolism of the cornea and the crystalline lens. (Cline et al., Dictionary of Visual Science, 4th ed, p319)"
http://id.nlm.nih.gov/mesh/M0001655,M0001655,Arachnoid,Arachnoids,A delicate membrane enveloping the brain and spinal cord. It lies between the PIA MATER and the DURA MATER. It is separated from the pia mater by the subarachnoid cavity which is filled with CEREBROSPINAL FLUID.
http://id.nlm.nih.gov/mesh/M0001670,M0001670,Arcuate Nucleus of Hypothalamus,Hypothalamus Arcuate Nucleus,A nucleus located in the middle hypothalamus in the most ventral part of the THIRD VENTRICLE near the entrance of the infundibular recess. Its small cells are in close contact with the EPENDYMA.
http://id.nlm.nih.gov/mesh/M0001698,M0001698,Bones of Upper Extremity,Upper Extremity Bone; Upper Extremity Bones,The bones of the upper and lower ARM. They include the CLAVICLE and SCAPULA.
http://id.nlm.nih.gov/mesh/M0001699,M0001699,Arm Bones,"Arm Bone; Bone, Arm; Bones, Arm",The bones of the free part of the upper extremity including the HUMERUS; RADIUS; and ULNA.
http://id.nlm.nih.gov/mesh/M0001731,M0001731,Arteries,Artery,The vessels carrying blood away from the heart.
http://id.nlm.nih.gov/mesh/M0001733,M0001733,Arterioles,Arteriole,The smallest divisions of the arteries located between the muscular arteries and the capillaries.
http://id.nlm.nih.gov/mesh/M0001736,M0001736,Arteriovenous Anastomosis,"Anastomoses, Arteriovenous; Anastomosis, Arteriovenous","A vessel that directly interconnects an artery and a vein, and that acts as a shunt to bypass the CAPILLARY BEDS. Not to be confused with SURGICAL ANASTOMOSIS or ARTERIOVENOUS FISTULA."
http://id.nlm.nih.gov/mesh/M0001782,M0001782,Arytenoid Cartilage,"Arytenoid Cartilages; Cartilage, Arytenoid; Cartilages, Arytenoid",One of a pair of small pyramidal cartilages that articulate with the lamina of the CRICOID CARTILAGE. The corresponding VOCAL LIGAMENT and several muscles are attached to it.
http://id.nlm.nih.gov/mesh/M0001890,M0001890,Astrocytes,Astrocyte,"A class of large neuroglial (macroglial) cells in the central nervous system - the largest and most numerous neuroglial cells in the brain and spinal cord. Astrocytes (from ""star"" cells) are irregularly shaped with many long processes, including those with ""end feet"" which form the glial (limiting) membrane and directly and indirectly contribute to the BLOOD-BRAIN BARRIER. They regulate the extracellular ionic and chemical environment, and ""reactive astrocytes"" (along with MICROGLIA) respond to injury."
http://id.nlm.nih.gov/mesh/M0001911,M0001911,Atlanto-Axial Joint,"Atlanto-Axial Joints; Joint, Atlanto-Axial; Joints, Atlanto-Axial",The joint involving the CERVICAL ATLAS and axis bones.
http://id.nlm.nih.gov/mesh/M0001912,M0001912,Atlanto-Occipital Joint,"Atlanto Occipital Joint; Atlanto-Occipital Joints; Joint, Atlanto-Occipital; Joints, Atlanto-Occipital",The point of articulation between the OCCIPITAL BONE and the CERVICAL ATLAS.
http://id.nlm.nih.gov/mesh/M0001913,M0001913,Cervical Atlas,,The first cervical vertebra.
http://id.nlm.nih.gov/mesh/M0001928,M0001928,Atrioventricular Node,"Atrioventricular Nodes; Node, Atrioventricular; Nodes, Atrioventricular",A small nodular mass of specialized muscle fibers located in the interatrial septum near the opening of the coronary sinus. It gives rise to the atrioventricular bundle of the conduction system of the heart.
http://id.nlm.nih.gov/mesh/M0001963,M0001963,Auditory Cortex,"Cortex, Auditory",The region of the cerebral cortex that receives the auditory radiation from the MEDIAL GENICULATE BODY.
http://id.nlm.nih.gov/mesh/M0001967,M0001967,Auditory Pathways,"Auditory Pathway; Pathway, Auditory; Pathways, Auditory","NEURAL PATHWAYS and connections within the CENTRAL NERVOUS SYSTEM, beginning at the hair cells of the ORGAN OF CORTI, continuing along the eighth cranial nerve, and terminating at the AUDITORY CORTEX."
http://id.nlm.nih.gov/mesh/M0002008,M0002008,"Autonomic Fibers, Postganglionic","Autonomic Fiber, Postganglionic; Fiber, Postganglionic Autonomic; Fibers, Postganglionic Autonomic; Postganglionic Autonomic Fiber; Postganglionic Autonomic Fibers",Nerve fibers which project from cell bodies of AUTONOMIC GANGLIA to SYNAPSES on target organs.
http://id.nlm.nih.gov/mesh/M0002009,M0002009,"Autonomic Fibers, Preganglionic","Autonomic Fiber, Preganglionic; Fiber, Preganglionic Autonomic; Fibers, Preganglionic Autonomic; Preganglionic Autonomic Fiber; Preganglionic Autonomic Fibers","NERVE FIBERS which project from the central nervous system to AUTONOMIC GANGLIA. In the sympathetic division most preganglionic fibers originate with neurons in the intermediolateral column of the SPINAL CORD, exit via ventral roots from upper thoracic through lower lumbar segments, and project to the paravertebral ganglia; there they either terminate in SYNAPSES or continue through the SPLANCHNIC NERVES to the prevertebral ganglia. In the parasympathetic division the fibers originate in neurons of the BRAIN STEM and sacral spinal cord. In both divisions the principal transmitter is ACETYLCHOLINE but peptide cotransmitters may also be released."
http://id.nlm.nih.gov/mesh/M0002013,M0002013,Autonomic Nervous System,"Autonomic Nervous Systems; Nervous System, Autonomic; Nervous Systems, Autonomic; System, Autonomic Nervous; Systems, Autonomic Nervous","The ENTERIC NERVOUS SYSTEM; PARASYMPATHETIC NERVOUS SYSTEM; and SYMPATHETIC NERVOUS SYSTEM taken together. Generally speaking, the autonomic nervous system regulates the internal environment during both peaceful activity and physical or emotional stress. Autonomic activity is controlled and integrated by the CENTRAL NERVOUS SYSTEM, especially the HYPOTHALAMUS and the SOLITARY NUCLEUS, which receive information relayed from VISCERAL AFFERENTS."
http://id.nlm.nih.gov/mesh/M0002049,M0002049,Axillary Artery,"Arteries, Axillary; Artery, Axillary; Axillary Arteries","The continuation of the subclavian artery; it distributes over the upper limb, axilla, chest and shoulder."
http://id.nlm.nih.gov/mesh/M0002050,M0002050,Axillary Vein,"Axillary Veins; Vein, Axillary; Veins, Axillary",The venous trunk of the upper limb; a continuation of the basilar and brachial veins running from the lower border of the teres major muscle to the outer border of the first rib where it becomes the subclavian vein.
http://id.nlm.nih.gov/mesh/M0002051,M0002051,"Axis, Cervical Vertebra",,The second cervical vertebra.
http://id.nlm.nih.gov/mesh/M0002052,M0002052,Axons,Axon,Nerve fibers that are capable of rapidly conducting impulses away from the neuron cell body.
http://id.nlm.nih.gov/mesh/M0002096,M0002096,Azygos Vein,"Azygos Veins; Vein, Azygos; Veins, Azygos","A vein which arises from the right ascending lumbar vein or the vena cava, enters the thorax through the aortic orifice in the diaphragm, and terminates in the superior vena cava."
http://id.nlm.nih.gov/mesh/M0002097,M0002097,B-Lymphocytes,B Lymphocytes,Lymphoid cells concerned with humoral immunity. They are short-lived cells resembling bursa-derived lymphocytes of birds in their production of immunoglobulin upon appropriate stimulation.
http://id.nlm.nih.gov/mesh/M0002187,M0002187,Bartholin's Glands,"Bartholin Glands; Bartholins Glands; Glands, Bartholin's",Mucus-secreting glands situated on the posterior and lateral aspect of the vestibule of the vagina.
http://id.nlm.nih.gov/mesh/M0002196,M0002196,Basal Ganglia,,Large subcortical nuclear masses derived from the telencephalon and located in the basal regions of the cerebral hemispheres.
http://id.nlm.nih.gov/mesh/M0002197,M0002197,Claustrum,,"A gray matter lamina located underneath the inner NEOCORTEX lateral to the PUTAMEN and medial to the INSULAR CORTEX. It is considered to be a part of the basal ganglia. Extensive claustral projections exist to most cortices and subcortical structures including the AMYGDALA, the CAUDATE NUCLEUS, the HIPPOCAMPUS and the THALAMUS."
http://id.nlm.nih.gov/mesh/M0002218,M0002218,Basilar Artery,"Arteries, Basilar; Artery, Basilar; Basilar Arteries","The artery formed by the union of the right and left vertebral arteries; it runs from the lower to the upper border of the pons, where it bifurcates into the two posterior cerebral arteries."
http://id.nlm.nih.gov/mesh/M0002222,M0002222,Basophils,Basophil,"Granular leukocytes characterized by a relatively pale-staining, lobate nucleus and cytoplasm containing coarse dark-staining granules of variable size and stainable by basic dyes."
http://id.nlm.nih.gov/mesh/M0002477,M0002477,Bile Canaliculi,"Bile Canaliculus; Canaliculi, Bile; Canaliculus, Bile",Minute intercellular channels that occur between liver cells and carry bile towards interlobar bile ducts. Also called bile capillaries.
http://id.nlm.nih.gov/mesh/M0002482,M0002482,Bile Ducts,"Bile Duct; Duct, Bile; Ducts, Bile","The channels that collect and transport the bile secretion from the BILE CANALICULI, the smallest branch of the BILIARY TRACT in the LIVER, through the bile ductules, the bile ducts out the liver, and to the GALLBLADDER for storage."
http://id.nlm.nih.gov/mesh/M0002483,M0002483,"Bile Ducts, Intrahepatic","Bile Duct, Intrahepatic; Duct, Intrahepatic Bile; Ducts, Intrahepatic Bile; Intrahepatic Bile Duct; Intrahepatic Bile Ducts",Passages within the liver for the conveyance of bile. Includes right and left hepatic ducts even though these may join outside the liver to form the common hepatic duct.
http://id.nlm.nih.gov/mesh/M0002490,M0002490,Biliary Tract,"Tract, Biliary",The BILE DUCTS and the GALLBLADDER.
http://id.nlm.nih.gov/mesh/M0002628,M0002628,Urinary Bladder,"Bladder, Urinary","A musculomembranous sac along the URINARY TRACT. URINE flows from the KIDNEYS into the bladder via the ureters (URETER), and is held there until URINATION."
http://id.nlm.nih.gov/mesh/M0002669,M0002669,Blood,,The body fluid that circulates in the vascular system (BLOOD VESSELS). Whole blood includes PLASMA and BLOOD CELLS.
http://id.nlm.nih.gov/mesh/M0002677,M0002677,Blood Cells,"Blood Cell; Cell, Blood; Cells, Blood",The cells found in the body fluid circulating throughout the CARDIOVASCULAR SYSTEM.
http://id.nlm.nih.gov/mesh/M0002704,M0002704,Blood Platelets,"Blood Platelet; Platelet, Blood; Platelets, Blood",Non-nucleated disk-shaped cells formed in the megakaryocyte and found in the blood of all mammals. They are mainly involved in blood coagulation.
http://id.nlm.nih.gov/mesh/M0002726,M0002726,Blood Vessels,"Blood Vessel; Vessel, Blood; Vessels, Blood","Any of the tubular vessels conveying the blood (arteries, arterioles, capillaries, venules, and veins)."
http://id.nlm.nih.gov/mesh/M0002730,M0002730,Blood-Brain Barrier,"Barrier, Blood-Brain; Barriers, Blood-Brain; Blood Brain Barrier; Blood-Brain Barriers",Specialized non-fenestrated tightly-joined ENDOTHELIAL CELLS with TIGHT JUNCTIONS that form a transport barrier for certain substances between the cerebral capillaries and the BRAIN tissue.
http://id.nlm.nih.gov/mesh/M0002731,M0002731,Blood-Retinal Barrier,"Barrier, Blood-Retinal; Barriers, Blood-Retinal; Blood Retinal Barrier; Blood-Retinal Barriers","A specialized transport barrier, in the EYE, formed by the retinal pigment EPITHELIUM, and the ENDOTHELIUM of the BLOOD VESSELS of the RETINA. TIGHT JUNCTIONS joining adjacent cells keep the barrier between cells continuous."
http://id.nlm.nih.gov/mesh/M0002732,M0002732,Blood-Testis Barrier,"Barrier, Blood-Testis; Barriers, Blood-Testis; Blood Testis Barrier; Blood-Testis Barriers","A specialized barrier, in the TESTIS, between the interstitial BLOOD compartment and the adluminal compartment of the SEMINIFEROUS TUBULES. The barrier is formed by layers of cells from the VASCULAR ENDOTHELIUM of the capillary BLOOD VESSELS, to the SEMINIFEROUS EPITHELIUM of the seminiferous tubules. TIGHT JUNCTIONS form between adjacent SERTOLI CELLS, as well as between the ENDOTHELIAL CELLS."
http://id.nlm.nih.gov/mesh/M0002767,M0002767,Bone and Bones,,"A specialized CONNECTIVE TISSUE that is the main constituent of the SKELETON. The principal cellular component of bone is comprised of OSTEOBLASTS; OSTEOCYTES; and OSTEOCLASTS, while FIBRILLAR COLLAGENS and hydroxyapatite crystals form the BONE MATRIX."
http://id.nlm.nih.gov/mesh/M0002783,M0002783,Bone Marrow,"Marrow, Bone","The soft tissue filling the cavities of bones. Bone marrow exists in two types, yellow and red. Yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells. Red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes. Bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells."
http://id.nlm.nih.gov/mesh/M0002787,M0002787,Bone Marrow Cells,"Bone Marrow Cell; Cell, Bone Marrow; Cells, Bone Marrow; Marrow Cell, Bone; Marrow Cells, Bone",Cells contained in the bone marrow including fat cells (see ADIPOCYTES); STROMAL CELLS; MEGAKARYOCYTES; and the immediate precursors of most blood cells.
http://id.nlm.nih.gov/mesh/M0002855,M0002855,Brachial Artery,"Arteries, Brachial; Artery, Brachial; Brachial Arteries",The continuation of the axillary artery; it branches into the radial and ulnar arteries.
http://id.nlm.nih.gov/mesh/M0002856,M0002856,Brachial Plexus,"Plexus, Brachial","The large network of nerve fibers which distributes the innervation of the upper extremity. The brachial plexus extends from the neck into the axilla. In humans, the nerves of the plexus usually originate from the lower cervical and the first thoracic spinal cord segments (C5-C8 and T1), but variations are not uncommon."
http://id.nlm.nih.gov/mesh/M0002865,M0002865,Brain,,"The part of CENTRAL NERVOUS SYSTEM that is contained within the skull (CRANIUM). Arising from the NEURAL TUBE, the embryonic brain is comprised of three major parts including PROSENCEPHALON (the forebrain); MESENCEPHALON (the midbrain); and RHOMBENCEPHALON (the hindbrain). The developed brain consists of CEREBRUM; CEREBELLUM; and other structures in the BRAIN STEM."
http://id.nlm.nih.gov/mesh/M0002866,M0002866,Cerebrum,,"Derived from TELENCEPHALON, cerebrum is composed of a right and a left hemisphere. Each contains an outer cerebral cortex and a subcortical basal ganglia. The cerebrum includes all parts within the skull except the MEDULLA OBLONGATA, the PONS, and the CEREBELLUM. Cerebral functions include sensorimotor, emotional, and intellectual activities."
http://id.nlm.nih.gov/mesh/M0002886,M0002886,Brain Stem,Brain Stems,The part of the brain that connects the CEREBRAL HEMISPHERES with the SPINAL CORD. It consists of the MESENCEPHALON; PONS; and MEDULLA OBLONGATA.
http://id.nlm.nih.gov/mesh/M0002904,M0002904,Breast,Breasts,"In humans, one of the paired regions in the anterior portion of the THORAX. The breasts consist of the MAMMARY GLANDS, the SKIN, the MUSCLES, the ADIPOSE TISSUE, and the CONNECTIVE TISSUES."
http://id.nlm.nih.gov/mesh/M0002925,M0002925,Broad Ligament,"Broad Ligaments; Ligament, Broad; Ligaments, Broad",A broad fold of peritoneum that extends from the side of the uterus to the wall of the pelvis.
http://id.nlm.nih.gov/mesh/M0002960,M0002960,Bronchi,Bronchus,"The larger air passages of the lungs arising from the terminal bifurcation of the TRACHEA. They include the largest two primary bronchi which branch out into secondary bronchi, and tertiary bronchi which extend into BRONCHIOLES and PULMONARY ALVEOLI."
http://id.nlm.nih.gov/mesh/M0002961,M0002961,Bronchioles,,The small airways branching off the TERTIARY BRONCHI. Terminal bronchioles lead into several orders of respiratory bronchioles which in turn lead into alveolar ducts and then into PULMONARY ALVEOLI.
http://id.nlm.nih.gov/mesh/M0002962,M0002962,Bronchial Arteries,"Arteries, Bronchial; Artery, Bronchial; Bronchial Artery","Left bronchial arteries arise from the thoracic aorta, the right from the first aortic intercostal or the upper left bronchial artery; they supply the bronchi and the lower trachea."
http://id.nlm.nih.gov/mesh/M0002984,M0002984,"Adipose Tissue, Brown","Tissue, Brown Adipose","A thermogenic form of adipose tissue composed of BROWN ADIPOCYTES. It is found in newborns of many species including humans, and in hibernating mammals. Brown fat is richly vascularized, innervated, and densely packed with MITOCHONDRIA which can generate heat directly from the stored lipids."
http://id.nlm.nih.gov/mesh/M0002993,M0002993,Brunner Glands,"Gland, Brunner; Glands, Brunner",The abundant submucosal mucous glands in the DUODENUM. These glands secrete BICARBONATE IONS; GLYCOPROTEINS; and PEPSINOGEN II.
http://id.nlm.nih.gov/mesh/M0003019,M0003019,Bulbourethral Glands,"Bulbourethral Gland; Gland, Bulbourethral; Glands, Bulbourethral",Glands situated on each side of the prostate that secrete a fluid component of the seminal fluid into the urethra.
http://id.nlm.nih.gov/mesh/M0003026,M0003026,Bundle of His,His Bundle,"Small band of specialized CARDIAC MUSCLE fibers that originates in the ATRIOVENTRICULAR NODE and extends into the membranous part of the interventricular septum. The bundle of His, consisting of the left and the right bundle branches, conducts the electrical impulses to the HEART VENTRICLES in generation of MYOCARDIAL CONTRACTION."
http://id.nlm.nih.gov/mesh/M0003068,M0003068,Bursa of Fabricius,Fabricius Bursa,"An epithelial outgrowth of the cloaca in birds similar to the thymus in mammals. It atrophies within 6 months after birth and remains as a fibrous remnant in adult birds. It is composed of lymphoid tissue and prior to involution, is the site of B-lymphocyte maturation."
http://id.nlm.nih.gov/mesh/M0003069,M0003069,"Bursa, Synovial","Bursas, Synovial; Synovial Bursa; Synovial Bursas","A fluid-filled sac lined with SYNOVIAL MEMBRANE that provides a cushion between bones, tendons and/or muscles around a joint."
http://id.nlm.nih.gov/mesh/M0003140,M0003140,Calcaneus,,"The largest of the TARSAL BONES which is situated at the lower and back part of the FOOT, forming the HEEL."
http://id.nlm.nih.gov/mesh/M0003289,M0003289,Capillaries,Capillary,The minute vessels that connect arterioles and venules.
http://id.nlm.nih.gov/mesh/M0003449,M0003449,Cardia,Cardias,"That part of the STOMACH close to the opening from ESOPHAGUS into the stomach (cardiac orifice), the ESOPHAGOGASTRIC JUNCTION. The cardia is so named because of its closeness to the HEART. Cardia is characterized by the lack of acid-forming cells (GASTRIC PARIETAL CELLS)."
http://id.nlm.nih.gov/mesh/M0003475,M0003475,Cardiovascular System,Cardiovascular Systems,The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body.
http://id.nlm.nih.gov/mesh/M0003539,M0003539,Carotid Arteries,"Arteries, Carotid; Artery, Carotid; Carotid Artery","Either of the two principal arteries on both sides of the neck that supply blood to the head and neck; each divides into two branches, the internal carotid artery and the external carotid artery."
http://id.nlm.nih.gov/mesh/M0003544,M0003544,"Carotid Artery, External","Arteries, External Carotid; Artery, External Carotid; Carotid Arteries, External; External Carotid Arteries; External Carotid Artery","Branch of the common carotid artery which supplies the exterior of the head, the face, and the greater part of the neck."
http://id.nlm.nih.gov/mesh/M0003545,M0003545,"Carotid Artery, Internal","Arteries, Internal Carotid; Artery, Internal Carotid; Carotid Arteries, Internal; Internal Carotid Arteries; Internal Carotid Artery","Branch of the common carotid artery which supplies the anterior part of the brain, the eye and its appendages, the forehead and nose."
http://id.nlm.nih.gov/mesh/M0003546,M0003546,Carotid Body,"Bodies, Carotid; Body, Carotid; Carotid Bodies","A small cluster of chemoreceptive and supporting cells located near the bifurcation of the internal carotid artery. The carotid body, which is richly supplied with fenestrated capillaries, senses the pH, carbon dioxide, and oxygen concentrations in the blood and plays a crucial role in their homeostatic control."
http://id.nlm.nih.gov/mesh/M0003548,M0003548,Carotid Sinus,"Sinus, Carotid","The dilated portion of the common carotid artery at its bifurcation into external and internal carotids. It contains baroreceptors which, when stimulated, cause slowing of the heart, vasodilatation, and a fall in blood pressure."
